,Sentence #,Word,POS,Tag
3114,Sentence: 108,조선,NNP,O
3115,Sentence: 108,지진,NNG,O
3116,Sentence: 108,한,MM,O
3117,Sentence: 108,번,NNBC,O
3118,Sentence: 108,크,VA,O
3119,Sentence: 108,게,EC,O
3120,Sentence: 108,나,VX,O
3121,Sentence: 108,면,EC,O
3122,Sentence: 108,볼,NNG,O
3123,Sentence: 108,만,JX,O
3124,Sentence: 108,하,VV,O
3125,Sentence: 108,겠,EP,O
3126,Sentence: 108,노,EF,O
3127,Sentence: 108,ㅋㅋ,IC,O
3128,Sentence: 108,ㅋㅋ,IC,O
3129,Sentence: 109,그리고,MAJ,O
3130,Sentence: 109,200,SN,O
3131,Sentence: 109,씩,XSN,O
3132,Sentence: 109,주,VV,O
3133,Sentence: 109,면,EC,O
3134,Sentence: 109,엠,NNG,O
3135,Sentence: 109,생,XSN,O
3136,Sentence: 109,인생,NNG,O
3137,Sentence: 109,들,XSN,O
3138,Sentence: 109,은,JX,O
3139,Sentence: 109,많이,MAG,O
3140,Sentence: 109,남,VV,O
3141,Sentence: 109,아서,EC,O
3142,Sentence: 109,병력,NNG,O
3143,Sentence: 109,자원,NNG,O
3144,Sentence: 109,문제,NNG,O
3145,Sentence: 109,도,JX,O
3146,Sentence: 109,해결,NNG,O
3147,Sentence: 109,취업,NNG,O
3148,Sentence: 109,난도,NNG,O
3149,Sentence: 109,해결,NNG,O
3150,Sentence: 109,딱,MAG,O
3151,Sentence: 109,좋,VA,O
3152,Sentence: 109,네,EC,O
3153,Sentence: 110,공놀이,NNG,O
3154,Sentence: 110,나,JC,O
3155,Sentence: 110,쳐,NNG,O
3156,Sentence: 110,하,XSV,O
3157,Sentence: 110,는,ETM,O
3158,Sentence: 110,게,NNB+JKS,O
3159,Sentence: 110,뭐,IC,O
3160,Sentence: 110,벼슬,NNG,O
3161,Sentence: 110,이,VCP,O
3162,Sentence: 110,라고,EC,O
3163,Sentence: 110,ㅋㅋ,IC,O
3164,Sentence: 110,김치,NNG,O
3165,Sentence: 110,남,NNG,O
3166,Sentence: 110,한남,NNG,O
3167,Sentence: 110,들,XSN,O
3168,Sentence: 110,못생겼,VV+EP,O
3169,Sentence: 110,으니깐,EC,O
3170,Sentence: 110,즈그,NP,O
3171,Sentence: 110,들,XSN,O
3172,Sentence: 110,끼리,XSN,O
3173,Sentence: 110,빨,VV,O
3174,Sentence: 110,아,EC,O
3175,Sentence: 110,대,VX,O
3176,Sentence: 110,는,ETM,O
3177,Sentence: 110,거,NNB,O
3178,Sentence: 110,보,VV,O
3179,Sentence: 110,소,EF,O
3180,Sentence: 110,ㅋㅋ,IC,O
3181,Sentence: 110,ㅋㅋ,IC,O
3182,Sentence: 111,검사,NNG,O
3183,Sentence: 111,여친,NNG,O
3184,Sentence: 111,에서,JKB,O
3185,Sentence: 111,현실,NNG,O
3186,Sentence: 111,감,XSN,O
3187,Sentence: 111,뚝,MAG,O
3188,Sentence: 111,떨어짐,VV+ETN,O
3189,Sentence: 111,씨발,NNP,O
3190,Sentence: 112,조인성,NNP,O
3191,Sentence: 112,연기,NNG,O
3192,Sentence: 112,ㅈ,NNG,O
3193,Sentence: 112,ㄴ,NNG,O
3194,Sentence: 112,못,MAG,O
3195,Sentence: 112,함,VV+ETN,O
3196,Sentence: 112,ㅇㅈ,UNKNOWN,O
3197,Sentence: 112,?,SF,O
3198,Sentence: 112,?,SF,O
3199,Sentence: 113,전라도,NNP,O
3200,Sentence: 113,는,JX,O
3201,Sentence: 113,정말,MAG,O
3202,Sentence: 113,씨,NNG,O
3203,Sentence: 113,빨,VV+ETM,O
3204,Sentence: 113,쓰,NNG,O
3205,Sentence: 113,넙나운,UNKNOWN,O
3206,Sentence: 114,한,MM,O
3207,Sentence: 114,남충,NNP,O
3208,Sentence: 114,보단,JKB+JX,O
3209,Sentence: 114,백,NR,O
3210,Sentence: 114,배,NNBC,O
3211,Sentence: 114,는,JX,O
3212,Sentence: 114,낫,VA,O
3213,Sentence: 114,네,EF,O
3214,Sentence: 114,ㅋㅋ,IC,O
3215,Sentence: 114,ㅋㅋ,IC,O
3216,Sentence: 115,여가부,NNP,O
3217,Sentence: 115,가,JKS,O
3218,Sentence: 115,주도,NNG,O
3219,Sentence: 115,해서,XSV+EC,O
3220,Sentence: 115,분열,NNG,O
3221,Sentence: 115,내,VV,O
3222,Sentence: 115,는데,EC,O
3223,Sentence: 115,중재,NNG,O
3224,Sentence: 115,를,JKO,O
3225,Sentence: 115,어,IC,O
3226,Sentence: 115,캐,NNG,O
3227,Sentence: 115,하,XSV,O
3228,Sentence: 115,노,EC,O
3229,Sentence: 115,ㄹ,NNG,O
3230,Sentence: 115,ㅇㅋㅋ,UNKNOWN,O
3231,Sentence: 116,얼마나,MAG,O
3232,Sentence: 116,거지,NNG,O
3233,Sentence: 116,같,VA,O
3234,Sentence: 116,은,ETM,O
3235,Sentence: 116,티비,NNG,O
3236,Sentence: 116,로,JKB,O
3237,Sentence: 116,보,VV,O
3238,Sentence: 116,면,EC,O
3239,Sentence: 116,다,MAG,O
3240,Sentence: 116,들,XSN,O
3241,Sentence: 116,안,MAG,O
3242,Sentence: 116,들린다는,VV+ETM,O
3243,Sentence: 116,투정,NNG,O
3244,Sentence: 116,뿐,NNB,O
3245,Sentence: 116,이,VCP,O
3246,Sentence: 116,야,EF,O
3247,Sentence: 116,.,SF,O
3248,Sentence: 116,.,SY,O
3249,Sentence: 116,좋,VA,O
3250,Sentence: 116,은,ETM,O
3251,Sentence: 116,거,NNB,O
3252,Sentence: 116,하나,NR,O
3253,Sentence: 116,사라,NNG,O
3254,Sentence: 116,거지,NNG,O
3255,Sentence: 116,들,XSN,O
3256,Sentence: 116,아,JKV,O
3257,Sentence: 117,스윗,NNP,O
3258,Sentence: 117,한남,NNG,O
3259,Sentence: 117,진보,NNG,O
3260,Sentence: 117,대학,NNG,O
3261,Sentence: 117,병신,NNG,O
3262,Sentence: 117,들,XSN,O
3263,Sentence: 117,ㅋㅋ,IC,O
3264,Sentence: 118,게이,NNG,O
3265,Sentence: 118,야,VCP+EF,O
3266,Sentence: 118,.,SF,O
3267,Sentence: 118,.,SY,O
3268,Sentence: 118,둘,NR,O
3269,Sentence: 118,이,JKS,O
3270,Sentence: 118,뜨,VV,O
3271,Sentence: 118,면,EC,O
3272,Sentence: 118,좆,VV,O
3273,Sentence: 118,자,EC,O
3274,Sentence: 118,개,NNG,O
3275,Sentence: 118,쳐,VV+EC,O
3276,Sentence: 118,맞,VV,O
3277,Sentence: 118,는다,EF,O
3278,Sentence: 118,.,SF,O
3279,Sentence: 118,..,SY,O
3280,Sentence: 118,체급,NNG,O
3281,Sentence: 118,이,JKS,O
3282,Sentence: 118,다름,VA+ETN,O
3283,Sentence: 119,이름,NNG,O
3284,Sentence: 119,을,JKO,O
3285,Sentence: 119,왜,MAG,O
3286,Sentence: 119,저,MM,O
3287,Sentence: 119,따구,NNG,O
3288,Sentence: 119,로,JKB,O
3289,Sentence: 119,지어서,VV+EC,O
3290,Sentence: 119,난리,NNG,O
3291,Sentence: 119,노,NNP,O
3292,Sentence: 120,씨발,IC,O
3293,Sentence: 120,ㅋㅋ,IC,O
3294,Sentence: 120,ㅋㅋ,IC,O
3295,Sentence: 120,여가부,NNP,O
3296,Sentence: 120,예산,NNG,O
3297,Sentence: 120,이,JKS,O
3298,Sentence: 120,1,SN,O
3299,Sentence: 120,조,NNG,O
3300,Sentence: 120,나,JX,O
3301,Sentence: 120,됬,VV+EP,O
3302,Sentence: 120,어,EF,O
3303,Sentence: 120,?,SF,O
3304,Sentence: 120,??,SY,O
3305,Sentence: 120,ㅋㅋㅋ,IC,O
3306,Sentence: 120,ㅋㅋ,IC,O
3307,Sentence: 120,ㅋㅋ,IC,O
3308,Sentence: 121,잠재,NNG,O
3309,Sentence: 121,적,XSN,O
3310,Sentence: 121,범죄자,NNG,O
3311,Sentence: 121,들,XSN,O
3312,Sentence: 121,가해자,NNG,O
3313,Sentence: 121,한테,JKB,O
3314,Sentence: 121,감정,NNG,O
3315,Sentence: 121,이입,NNG,O
3316,Sentence: 121,하,XSV,O
3317,Sentence: 121,는,ETM,O
3318,Sentence: 121,거,NNB,O
3319,Sentence: 121,보,VV,O
3320,Sentence: 121,소,EF,O
3321,Sentence: 121,ㅋㅋ,IC,O
3322,Sentence: 122,성,NNG,O
3323,Sentence: 122,인지,VCP+EC,O
3324,Sentence: 122,예산,NNG,O
3325,Sentence: 122,ㅋㅋㅋ,IC,O
3326,Sentence: 122,ㅋㅋㅋ,IC,O
3327,Sentence: 122,ㅋㅋㅋ,IC,O
3328,Sentence: 122,ㅋㅋㅋ,IC,O
3329,Sentence: 122,ㅋㅋㅋ,IC,O
3330,Sentence: 122,ㅋㅋㅋ,IC,O
3331,Sentence: 122,ㅋㅋㅋ,IC,O
3332,Sentence: 122,ㅋㅋㅋ,IC,O
3333,Sentence: 122,ㅋㅋㅋ,IC,O
3334,Sentence: 122,ㅋㅋㅋ,IC,O
3335,Sentence: 122,ㅋㅋㅋ,IC,O
3336,Sentence: 122,ㅋㅋㅋ,IC,O
3337,Sentence: 122,ㅋㅋㅋ,IC,O
3338,Sentence: 122,ㅋㅋㅋ,IC,O
3339,Sentence: 122,ㅋㅋㅋ,IC,O
3340,Sentence: 122,ㅋㅋㅋ,IC,O
3341,Sentence: 122,ㅋㅋㅋ,IC,O
3342,Sentence: 122,ㅋㅋㅋ,IC,O
3343,Sentence: 122,ㅋㅋㅋ,IC,O
3344,Sentence: 122,ㅋㅋㅋ,IC,O
3345,Sentence: 123,보도,NNG,O
3346,Sentence: 123,블럭,NNP,O
3347,Sentence: 123,에,JKB,O
3348,Sentence: 123,면상,NNG,O
3349,Sentence: 123,갈,VV,O
3350,Sentence: 123,아,EC,O
3351,Sentence: 123,버리,VX,O
3352,Sentence: 123,고,EC,O
3353,Sentence: 123,싶,VX,O
3354,Sentence: 123,으니깐,EC,O
3355,Sentence: 123,꺼져,VV+EC+VX+EC,O
3356,Sentence: 123,애미,NNP,O
3357,Sentence: 123,가,JKS,O
3358,Sentence: 123,늙,VV,O
3359,Sentence: 123,은,ETM,O
3360,Sentence: 123,창,NNG,O
3361,Sentence: 123,년,NNB,O
3362,Sentence: 123,새끼야,UNA,O
3363,Sentence: 123,ㅋㅋ,IC,O
3364,Sentence: 123,ㅋㅋ,IC,O
3365,Sentence: 124,밭갈이,NNG,O
3366,Sentence: 124,새끼,NNG,O
3367,Sentence: 124,들,XSN,O
3368,Sentence: 124,은,JX,O
3369,Sentence: 124,아가리,NNG,O
3370,Sentence: 124,다물,VV,O
3371,Sentence: 124,고,EC,O
3372,Sentence: 124,세금,NNG,O
3373,Sentence: 124,내줘,VV+EC,O
3374,Sentence: 125,이상화,NNP,O
3375,Sentence: 125,광대,NNG,O
3376,Sentence: 125,보소,NNG,O
3377,Sentence: 125,얼,VV+ETM,O
3378,Sentence: 125,면적,NNG,O
3379,Sentence: 125,도,JX,O
3380,Sentence: 125,강남,NNP,O
3381,Sentence: 125,보다,JKB,O
3382,Sentence: 125,넓,VA,O
3383,Sentence: 125,네,EF,O
3384,Sentence: 125,감출,NNG,O
3385,Sentence: 125,려고,VCP+EC,O
3386,Sentence: 125,비스듬,XR,O
3387,Sentence: 125,하,XSA,O
3388,Sentence: 125,게,EC,O
3389,Sentence: 125,찍,VV,O
3390,Sentence: 125,어도,EC,O
3391,Sentence: 125,다,MAG,O
3392,Sentence: 125,티나,VV,O
3393,Sentence: 125,네,EF,O
3394,Sentence: 125,곧,MAG,O
3395,Sentence: 125,이혼,NNG,O
3396,Sentence: 125,할,XSV+ETM,O
3397,Sentence: 125,듯,NNB,O
3398,Sentence: 126,어쩔,VV+ETM,O
3399,Sentence: 126,수,NNB,O
3400,Sentence: 126,없,VA,O
3401,Sentence: 126,음,ETN,O
3402,Sentence: 126,돈,NNG,O
3403,Sentence: 126,이,JKS,O
3404,Sentence: 126,없,VA,O
3405,Sentence: 126,는,ETM,O
3406,Sentence: 126,현실,NNG,O
3407,Sentence: 126,적,XSN,O
3408,Sentence: 126,인,VCP+ETM,O
3409,Sentence: 126,문제,NNG,O
3410,Sentence: 126,라서,VCP+EC,O
3411,Sentence: 126,도덕,NNG,O
3412,Sentence: 126,적,XSN,O
3413,Sentence: 126,으로,JKB,O
3414,Sentence: 126,줘야,VV+EC,O
3415,Sentence: 126,하,VV,O
3416,Sentence: 126,는,ETM,O
3417,Sentence: 126,게,NNB+JKS,O
3418,Sentence: 126,맞,VV,O
3419,Sentence: 126,지만,EC,O
3420,Sentence: 126,못하,VX,O
3421,Sentence: 126,는,ETM,O
3422,Sentence: 126,거,NNB,O
3423,Sentence: 126,니까,VCP+EC,O
3424,Sentence: 126,오히려,MAJ,O
3425,Sentence: 126,밥,NNG,O
3426,Sentence: 126,이,VCP,O
3427,Sentence: 126,라도,EC,O
3428,Sentence: 126,잘,MAG,O
3429,Sentence: 126,처,NNG,O
3430,Sentence: 126,나오,VV,O
3431,Sentence: 126,고,EC,O
3432,Sentence: 126,대우,NNG,O
3433,Sentence: 126,라도,VCP+EC,O
3434,Sentence: 126,잘,MAG,O
3435,Sentence: 126,해,VV+EC,O
3436,Sentence: 126,줘야,VX+EC,O
3437,Sentence: 126,하,VV,O
3438,Sentence: 126,는데,EC,O
3439,Sentence: 126,강제성,NNG,O
3440,Sentence: 126,과,JC,O
3441,Sentence: 126,돈,NNG,O
3442,Sentence: 126,못,MAG,O
3443,Sentence: 126,받,VV,O
3444,Sentence: 126,는,ETM,O
3445,Sentence: 126,애국심,NNG,O
3446,Sentence: 126,땜,NNB,O
3447,Sentence: 126,에,JKB,O
3448,Sentence: 126,최전방,NNG,O
3449,Sentence: 126,고기,NNG,O
3450,Sentence: 126,방패,NNG,O
3451,Sentence: 126,하,XSV,O
3452,Sentence: 126,는,ETM,O
3453,Sentence: 126,애,NNG,O
3454,Sentence: 126,들,XSN,O
3455,Sentence: 126,한테,JKB,O
3456,Sentence: 126,못,MAG,O
3457,Sentence: 126,배운,VV+ETM,O
3458,Sentence: 126,새끼,NNG,O
3459,Sentence: 126,들,XSN,O
3460,Sentence: 126,이,JKS,O
3461,Sentence: 126,"""",SY,O
3462,Sentence: 126,응,IC,O
3463,Sentence: 126,군대,NNG,O
3464,Sentence: 126,지금,MAG,O
3465,Sentence: 126,편해,VA+EC,O
3466,Sentence: 126,~~,SY,O
3467,Sentence: 126,폰,NNG,O
3468,Sentence: 126,만져,VV+EC,O
3469,Sentence: 126,"~~""",SY,O
3470,Sentence: 126,그,MM,O
3471,Sentence: 126,지랄,NNG,O
3472,Sentence: 126,하,XSA,O
3473,Sentence: 126,니,EC,O
3474,Sentence: 126,ㅋㅋ,IC,O
3475,Sentence: 127,차라리,MAG,O
3476,Sentence: 127,모병제,NNP,O
3477,Sentence: 127,가,JKS,O
3478,Sentence: 127,낫,VA,O
3479,Sentence: 127,지,EC,O
3480,Sentence: 127,쓸모없,VA,O
3481,Sentence: 127,는,ETM,O
3482,Sentence: 127,폐,XPN,O
3483,Sentence: 127,급,NNG,O
3484,Sentence: 127,병신,NNG,O
3485,Sentence: 127,들,XSN,O
3486,Sentence: 127,도,JX,O
3487,Sentence: 127,거르,VV,O
3488,Sentence: 127,고,EC,O
3489,Sentence: 127,ㅇㅇ,UNKNOWN,O
3490,Sentence: 128,여가부,NNP,O
3491,Sentence: 128,원,NNG,O
3492,Sentence: 128,툴,NNP,O
3493,Sentence: 128,은,JX,O
3494,Sentence: 128,씨발,NNP,O
3495,Sentence: 128,전술,NNG,O
3496,Sentence: 128,핵,NNG,O
3497,Sentence: 128,재배치,NNG,O
3498,Sentence: 128,반대,NNG,O
3499,Sentence: 128,하,XSV,O
3500,Sentence: 128,는,ETM,O
3501,Sentence: 128,윤석열,NNP,O
3502,Sentence: 128,보단,NNP,O
3503,Sentence: 128,홍준표,NNP,O
3504,Sentence: 128,지,NNP,O
3505,Sentence: 129,결론,NNG,O
3506,Sentence: 129,은,JX,O
3507,Sentence: 129,빠,NNP,O
3508,Sentence: 129,순이,NNP,O
3509,Sentence: 129,들,XSN,O
3510,Sentence: 129,이,JKS,O
3511,Sentence: 129,문제,NNG,O
3512,Sentence: 129,라는,VCP+ETM,O
3513,Sentence: 129,거,NNB,O
3514,Sentence: 129,아냐,VCN+EC,O
3515,Sentence: 130,김수민,NNP,O
3516,Sentence: 130,대세,NNG,O
3517,Sentence: 130,인증,NNG,O
3518,Sentence: 130,이,VCP,O
3519,Sentence: 130,네,EF,O
3520,Sentence: 130,ㅎㅎ,IC,O
3521,Sentence: 130,그리고,MAJ,O
3522,Sentence: 130,여적,NNG,O
3523,Sentence: 130,여,XSN,O
3524,Sentence: 130,는,JX,O
3525,Sentence: 130,만고,NNG,O
3526,Sentence: 130,의,JKG,O
3527,Sentence: 130,진리,NNG,O
3528,Sentence: 131,올해,NNG,O
3529,Sentence: 131,말,NNG,O
3530,Sentence: 131,입주,NNG,O
3531,Sentence: 131,긴,VCP+ETN+JX,O
3532,Sentence: 131,함,VX+ETN,O
3533,Sentence: 132,군대,NNG,O
3534,Sentence: 132,나,JX,O
3535,Sentence: 132,다녀왔,VV+EP,O
3536,Sentence: 132,나,EF,O
3537,Sentence: 132,ㅡ떠가리는,UNKNOWN,O
3538,Sentence: 132,좋,VA,O
3539,Sentence: 132,으면서,EC,O
3540,Sentence: 133,쓰레기,NNG,O
3541,Sentence: 133,쥐새끼,NNG,O
3542,Sentence: 133,와,JC,O
3543,Sentence: 133,닭,NNG,O
3544,Sentence: 133,년,NNP,O
3545,Sentence: 133,도,JX,O
3546,Sentence: 133,대통령,NNG,O
3547,Sentence: 133,하,XSV,O
3548,Sentence: 133,는,ETM,O
3549,Sentence: 133,마당,NNB,O
3550,Sentence: 133,에,JKB,O
3551,Sentence: 133,윤서,NNG,O
3552,Sentence: 133,빈,NNG,O
3553,Sentence: 133,이,JKS,O
3554,Sentence: 133,어때서,VA+EF,O
3555,Sentence: 133,?,SF,O
3556,Sentence: 133,ㅉ,UNKNOWN,O
3557,Sentence: 134,신화,NNG,O
3558,Sentence: 134,질투,NNG,O
3559,Sentence: 134,쟁이,XSN,O
3560,Sentence: 134,들,XSN,O
3561,Sentence: 134,쿵쾅쿵쾅,MAG,O
3562,Sentence: 134,다,MAG,O
3563,Sentence: 134,몰려왔,VV+EP,O
3564,Sentence: 134,나요,EF,O
3565,Sentence: 134,?,SF,O
3566,Sentence: 134,지,NP,O
3567,Sentence: 134,네,XSN,O
3568,Sentence: 134,남편,NNG,O
3569,Sentence: 134,애,NNG,O
3570,Sentence: 134,들,XSN,O
3571,Sentence: 134,뒤,NNG,O
3572,Sentence: 134,로,JKB,O
3573,Sentence: 134,하,VV,O
3574,Sentence: 134,구,EF,O
3575,Sentence: 134,?,SF,O
3576,Sentence: 135,ㅈ,NNG,O
3577,Sentence: 135,승,NNG,O
3578,Sentence: 135,민,NNG,O
3579,Sentence: 135,은,JX,O
3580,Sentence: 135,왜,MAG,O
3581,Sentence: 135,쳐,VV+EC,O
3582,Sentence: 135,나오,VV,O
3583,Sentence: 135,노,EC,O
3584,Sentence: 135,ㅋㅋㅋ,IC,O
3585,Sentence: 136,거지새끼,NNG,O
3586,Sentence: 136,들,XSN,O
3587,Sentence: 136,리뷰,NNP,O
3588,Sentence: 136,이벤트,NNG,O
3589,Sentence: 136,참여,NNG,O
3590,Sentence: 136,해서,XSV+EC,O
3591,Sentence: 136,받,VV,O
3592,Sentence: 136,아,EC,O
3593,Sentence: 136,먹,VV,O
3594,Sentence: 136,을,ETM,O
3595,Sentence: 136,건,NNB+JX,O
3596,Sentence: 136,다,MAG,O
3597,Sentence: 136,받,VV,O
3598,Sentence: 136,아,EC,O
3599,Sentence: 136,먹,VV,O
3600,Sentence: 136,고,EC,O
3601,Sentence: 136,리뷰,NNP,O
3602,Sentence: 136,안,MAG,O
3603,Sentence: 136,쓰,VV,O
3604,Sentence: 136,는,ETM,O
3605,Sentence: 136,새끼,NNG,O
3606,Sentence: 136,들,XSN,O
3607,Sentence: 136,천지,NNG,O
3608,Sentence: 136,임,VCP+ETN,O
3609,Sentence: 136,ㅋㅋ,IC,O
3610,Sentence: 136,근데,MAJ,O
3611,Sentence: 136,웃기,VV,O
3612,Sentence: 136,는,ETM,O
3613,Sentence: 136,건,NNB+JX,O
3614,Sentence: 136,먹,NNG,O
3615,Sentence: 136,튀,NNG,O
3616,Sentence: 136,해도,XSV+EC,O
3617,Sentence: 136,어떻게,MAG,O
3618,Sentence: 136,할,VV+ETM,O
3619,Sentence: 136,방법,NNG,O
3620,Sentence: 136,이,JKS,O
3621,Sentence: 136,없,VA,O
3622,Sentence: 136,음,ETN,O
3623,Sentence: 136,사장,NNG,O
3624,Sentence: 136,입장,NNG,O
3625,Sentence: 136,에서,JKB,O
3626,Sentence: 136,ㅋㅋ,IC,O
3627,Sentence: 137,왜,MAG,O
3628,Sentence: 137,저래,VA+EF,O
3629,Sentence: 137,진짜,MAG,O
3630,Sentence: 137,?,SF,O
3631,Sentence: 137,??,SY,O
3632,Sentence: 137,토,NNG,O
3633,Sentence: 137,쏠려,VV+EC,O
3634,Sentence: 138,그니까,MAJ,O
3635,Sentence: 138,저런,MM,O
3636,Sentence: 138,쓰레기,NNG,O
3637,Sentence: 138,문자,NNG,O
3638,Sentence: 138,쓰,VV,O
3639,Sentence: 138,는,ETM,O
3640,Sentence: 138,병신,NNG,O
3641,Sentence: 138,세대,NNG,O
3642,Sentence: 138,들,XSN,O
3643,Sentence: 138,이,JKS,O
3644,Sentence: 138,거북,NNG,O
3645,Sentence: 138,유,NNG,O
3646,Sentence: 138,방단,NNG,O
3647,Sentence: 138,~,SY,O
3648,Sentence: 138,이,MM,O
3649,Sentence: 138,지랄,NNG,O
3650,Sentence: 138,한다는,XSV+ETM,O
3651,Sentence: 138,거,NNB,O
3652,Sentence: 138,지,VCP+EF,O
3653,Sentence: 138,?,SF,O
3654,Sentence: 138,ㅋㅋㅋ,IC,O
3655,Sentence: 138,한,MM,O
3656,Sentence: 138,줌,NNBC,O
3657,Sentence: 138,단,MM,O
3658,Sentence: 138,새끼,NNG,O
3659,Sentence: 138,들,XSN,O
3660,Sentence: 139,무도,NNG,O
3661,Sentence: 139,는,JX,O
3662,Sentence: 139,팬,NNG,O
3663,Sentence: 139,들,XSN,O
3664,Sentence: 139,한테,JKB,O
3665,Sentence: 139,미안,NNG,O
3666,Sentence: 139,하,XSV,O
3667,Sentence: 139,지,EC,O
3668,Sentence: 139,도,JX,O
3669,Sentence: 139,않,VX,O
3670,Sentence: 139,은,ETM,O
3671,Sentence: 139,건가,NNB+VCP+EF,O
3672,Sentence: 139,.,SF,O
3673,Sentence: 139,..,SY,O
3674,Sentence: 139,더럽,VA,O
3675,Sentence: 139,게,EC,O
3676,Sentence: 139,재미없,VA,O
3677,Sentence: 139,네,EF,O
3678,Sentence: 139,.,SF,O
3679,Sentence: 139,..,SY,O
3680,Sentence: 139,그동안,NNG,O
3681,Sentence: 139,받,VV,O
3682,Sentence: 139,은,ETM,O
3683,Sentence: 139,성원,NNG,O
3684,Sentence: 139,에,JKB,O
3685,Sentence: 139,똥칠,NNG,O
3686,Sentence: 139,그만,MAG,O
3687,Sentence: 139,하,VV,O
3688,Sentence: 139,고,EC,O
3689,Sentence: 139,",",SC,O
3690,Sentence: 139,그만,MAG,O
3691,Sentence: 139,폐지,NNG,O
3692,Sentence: 139,했,XSV+EP,O
3693,Sentence: 139,으면,EC,O
3694,Sentence: 139,좋,VA,O
3695,Sentence: 139,겠,EP,O
3696,Sentence: 139,다,EF,O
3697,Sentence: 139,ㅉㅉㅉㅉㅉㅉ,UNKNOWN,O
3698,Sentence: 140,저것,NP,O
3699,Sentence: 140,이,JKS,O
3700,Sentence: 140,찐,VV+ETM,O
3701,Sentence: 140,뽀대,NNG,O
3702,Sentence: 140,학생,NNG,O
3703,Sentence: 140,?,SF,O
3704,Sentence: 141,노,NNP,O
3705,Sentence: 141,잼,NNG,O
3706,Sentence: 141,지,NNG,O
3707,Sentence: 141,들,XSN,O
3708,Sentence: 141,인생살이,NNG,O
3709,Sentence: 141,이야기,NNG,O
3710,Sentence: 141,들어야,VV+EC,O
3711,Sentence: 141,하나,NR,O
3712,Sentence: 142,경선,NNG,O
3713,Sentence: 142,땐,NNG+JX,O
3714,Sentence: 142,유승민,NNP,O
3715,Sentence: 142,이,JKS,O
3716,Sentence: 142,젤,MAG,O
3717,Sentence: 142,좆같,VA,O
3718,Sentence: 142,았,EP,O
3719,Sentence: 142,는데,EC,O
3720,Sentence: 142,지금,MAG,O
3721,Sentence: 142,보,VV,O
3722,Sentence: 142,니까,EC,O
3723,Sentence: 142,패배,NNG,O
3724,Sentence: 142,하,XSV,O
3725,Sentence: 142,고,EC,O
3726,Sentence: 142,완전히,MAG,O
3727,Sentence: 142,사라져,VV+EC,O
3728,Sentence: 142,버린,VX+ETM,O
3729,Sentence: 142,유승민,NNP,O
3730,Sentence: 142,이,JKS,O
3731,Sentence: 142,훨,MAG,O
3732,Sentence: 142,나,NP,O
3733,Sentence: 142,아,VV,O
3734,Sentence: 142,보임,EC+VV+ETN,O
3735,Sentence: 143,차주,NNG,O
3736,Sentence: 143,운도,NNG,O
3737,Sentence: 143,없,VA,O
3738,Sentence: 143,노,EF,O
3739,Sentence: 143,ㅋㅋ,IC,O
3740,Sentence: 144,상식,NNG,O
3741,Sentence: 144,적,XSN,O
3742,Sentence: 144,으로,JKB,O
3743,Sentence: 144,생가,NNG,O
3744,Sentence: 144,해,XSV+EC,O
3745,Sentence: 144,봐,VX+EF,O
3746,Sentence: 144,조재현,NNP,O
3747,Sentence: 144,처럼,JKB,O
3748,Sentence: 144,잘생긴,VA+ETM,O
3749,Sentence: 144,배우,NNG,O
3750,Sentence: 144,가,JKS,O
3751,Sentence: 144,뭐,NP,O
3752,Sentence: 144,가,JKS,O
3753,Sentence: 144,아쉬워,VA+EC,O
3754,Sentence: 144,성폭행,NNG,O
3755,Sentence: 144,하,VV,O
3756,Sentence: 144,냐,EF,O
3757,Sentence: 144,?,SF,O
3758,Sentence: 144,뇌,NNG,O
3759,Sentence: 144,가,JKS,O
3760,Sentence: 144,있,VA,O
3761,Sentence: 144,냐,EC,O
3762,Sentence: 144,꼴,NNG,O
3763,Sentence: 144,페미,NNP,O
3764,Sentence: 144,년,NNB,O
3765,Sentence: 144,들,XSN,O
3766,Sentence: 144,아,JKV,O
3767,Sentence: 144,한,MM,O
3768,Sentence: 144,남,NNG,O
3769,Sentence: 144,들,XSN,O
3770,Sentence: 144,은,JX,O
3771,Sentence: 144,전부,MAG,O
3772,Sentence: 144,못,MAG,O
3773,Sentence: 144,생,XPN,O
3774,Sentence: 144,겻,NNG,O
3775,Sentence: 144,다며,EF,O
3776,Sentence: 144,?,SF,O
3777,Sentence: 144,그럼,MAJ,O
3778,Sentence: 144,잘생긴,VA+ETM,O
3779,Sentence: 144,조재현,NNP,O
3780,Sentence: 144,은,JX,O
3781,Sentence: 144,떠,VV+EC,O
3782,Sentence: 144,받들,VV,O
3783,Sentence: 144,어,EC,O
3784,Sentence: 144,줘야,VX+EC,O
3785,Sentence: 144,정상,NNG,O
3786,Sentence: 144,이,VCP,O
3787,Sentence: 144,지,EC,O
3788,Sentence: 145,김상교,NNP,O
3789,Sentence: 145,성추행,NNG,O
3790,Sentence: 145,범아,NNG,O
3791,Sentence: 145,술,NNG,O
3792,Sentence: 145,쳐먹,VV,O
3793,Sentence: 145,고,EC,O
3794,Sentence: 145,그러,VV,O
3795,Sentence: 145,면,EC,O
3796,Sentence: 145,안,MAG,O
3797,Sentence: 145,돼,VV+EC,O
3798,Sentence: 146,양도세,NNG,O
