label,text,
attack,윤두준처럼 무책임하네,
attack,윤서이니야 시시때때로 열폭하는 애라 그렇다지만 여기서 정우성까는 애들은 왜 그럼??? 유엔난민 홍보대사라서 SNS에 홍보 좀 한거갖고.. 윤서인 얘도 웃긴게 그러면 지도 평소에 입바른 소리라도 하든가.,
attack,윤세아 보면 홍콩여행 보내고 싶다,
attack,윤식당을 못넘기네! 허긴 태호가 뺄갱이냄새가나니...,
attack,윤아 가승 D컵은 되겠다,
attack,윤아=경로당 할매,
attack,윤은혜는 어쩌고 ??? 이 나쁜 x꺄,
attack,윤지오 빽이 문재인일텐데 승소할수 있겠나?,
attack,으 댓글에서 생리충 냄새나네 피 새나봐 으,
attack,으 여자들 열폭.....,
attack,으메 돼지같이생겨구만 먼얼굴에 살이 코는 살이 으찌 저러게 졌을까 광대는 살이 오메 박신양 때문에 본다 고현정 리턴 sbs안돼니 kbs 와서도 안돼겠다 누가 대타좀 구해줘...코맹맹 발음 와~ 쩐다 쩔어 누가보긋냐..,
attack,으이그 그딴걸 자랑이라고 짖거리냐? 너거새끼가 학교째고 그래봐라 ㅉㅉ 하여간 자식은 부모를 닮는다더니 ㅉ,
attack,은멸치 개념달고 나대길,
attack,"은퇴 기념으로 야동찍으러 가야겠군,,, ㅋㅋㅋ 연예계 왜년들의 최종 생계수단은 야동,,, ㅋㅋㅋ",
attack,"음 솔직히 얼굴은 포토샵 허버 했고, 그전에는 방송인이라 매력적이였는데 ㅠㅠ 지금은 그냥 못생긴 일반인 됫짜나",
attack,음.. 싼티..,
attack,음악으로 보답하면 되지~ 화이팅! 음악만 좋으면 언제든 응원합니다! 이수 음악은 좋다고 들어주는 한남들 왜 유승준한테는 부들부들? ㅋㅋ 몇 년이 지났는데,
attack,"음정, 박자.. 다 개판인데,, 웃기고 있네..",
attack,응 너 돈에 환장했자나ㅋㅋ 오죽하면 애새끼들까지 앵벌이 시키겠냐,
attack,응 니네가왜열폭함 니네는 여자로0.1도안보일텐데 관계없는얘기임,
attack,응 됐고 결혼이 장난도아니고 ~뭐? 우울증치료?구님도 안재현만큼 힘들었단다,
attack,응 라도 출신,
attack,응 빅뱅오빠들이 깔아놓은길가면서 대단한척하지마^^,
attack,응 안 될줄 알앗어 ~ 쌤통이다ㅎㅎ 실력도 개 거지 같이 없고 쭉 찢어진 눈에 와꾸도 막 빠놔갖고 잘하는건 하나도 없으니..쯧ㅉ,
attack,응 이제 이 라디오 안들어ㅋㅋ 망해라,
attack,응 자살ㅠㅠㅠㅠㅠㅠ,
attack,응 학폭레기 감성팔이 집어쳐~,
attack,응원안한다 이용진 너무 건방져 보인다 주변에 꼭 용진이처럼 근거없는 자신감으로 뭉친애들 꼭있다 난 그런애들 보면 성실히 아구창을 날린다 용진이 만나면 명치 존나 쎄게 한대 쳐맞는다 기대해라,
attack,이 OOO은 볼때마다 재수대가리가 없어 퉷 ㅈ같ㅇㄱ 생겨갖고,
attack,이 그룹은 정상이 하나도 없는거같네 ㅋㅋ,
attack,"이 그룹은 태생이 hot따라하려고 급조된 그룹이라.. 멤버들 사이도 그닥,팀워크도 그닥이였지",
attack,이 댓글에 81%가 남자구만 한남끼리 박수치고 여자욕하면 좋냐 정신병자들아?,
attack,이 두 튀기들 좀 안 나왔으면 좋겠네. 꼴배기 싫어 진짜...,
attack,이 드라마의 문제점은 러브라인이 있으면 비난받을 여지가 있고 러브라인이 없으면 한녀들의 관심받기 힘들다는 거,
attack,이 미국인색기 누가 궁금하다고 이딴 기사올리나,
attack,이 미친ㅇ것들은 진짜 알바인가 중국인도 신경안쓰는걸 왜 니들이 난리임? 존나 베댓볼때마다 역ㅇ겹고 토나오네 우리나라나 신경써라,
attack,이 쓰레기는 벌써 몇번째야.또 산에 들어가 나오지마,
attack,이 아줌마야 그냥 다른 사람 만나서 결혼하라니까 뭔 청승이노,
attack,이 얼굴로 아이돌 해서 먹고사는구나 ㅋㅋ,
attack,이 여시 왜 또 슬쩍 관종짓에 끼어드는데 누가 널 지목이라도 했냐,
attack,이 영자 저 지집 티비에서 지발 보이지마라 보기 역겹다 소름끼치게 보기 역겹다,
attack,이 지지배 젖을 잘라버리든지 해야지. 미성년 자식 키우는 부모입장에서 애 볼까 무섭고 댓글 더러운 것도 꼴도 보기 싫다.,
attack,이 커플좀 제발빼면안되냐 진짜 보기시름.여자 내숭덩어리,
attack,이 퇴물놈들이 100년해먹어도 방탄소년단 반년 유투브 조회수도 못따라감 ㅋㅋㅋㅋ,
attack,이 프로그램 보면서 부들부들 걱정할 상폐 노처녀 30대들 많을듯ㅋㅋㅋㅋㅋ,
attack,이 할줌마는 아직도 자기가 연예인인줄아는듯,
attack,"이3 끼들 자한 친일당 토착왜구와의 전쟁이다. 양치기 같은 쓰레들 놈현저럼 자살당하게 하려나본데,밀정과의 전쟁이다 개世들아",
attack,이거 짝짓기 프로냐? 질 떨어짐,
attack,이건 ㄹㅇ 아니다. 훈남이 어딨냐. 개나소나 올려치기 하지마.,
attack,이건 또 조용하네 언냐들 ㅋ 일관성있게 조용하던가 그러니 페미는 정신질환 소릴듣는거지,
attack,이건 뭐 하는 년이지 생전 처음 들어보는데 검색해보니 최근 활동도 없던데 이때 이름 좀 알리려는건가,
attack,이걸로 조현씨가 상처받을꺼 없어요 상처입는건 되려 욕한 쿵쾅이들이 더 받을듯 ㅋㅋ 쿵쾅이들아 너희가 거울보니 돼지만 있어서 열받드나?,
attack,이게 가수지. 양준일 보고있나. 그게 노래냐ㅉ,
attack,이게 공효진이 욕먹을 일인가ㅋ 여자들 뇌구조가 심히 걱정스럽네. 자기나온 영상 공효진 허락도 안받고 올리는것자체가 문제인건데,
attack,이게 남적남이라는 건가.. 얼마나 잘나가는 친구가 질투나면 이런 일을 벌이냐 ㅋ 한남들은 또 좋다고 사람 매장시키려고 들고,
attack,이게 모유건 뭐건ㅋㅋㅋ 이시영이 먼저 이야기하고 권유해보고 주겠다는거랑 남자가 갑자기 아무이유없이 모유달라고 하는거랑 같냐? 이게 돈이라도 마찬가지야 븅딱들아. 니네 대인관계 힘들지?ㅋㅋㅋㅋ,
attack,이게 빠진 몸매여?,
attack,이게 왜 실시간 검색어1위?????진짜 웃긴다 네이버 새끼들...,
attack,이게 왜 욕을 먹는거야? 하여간 남 잘되는 꼴 못보는 한국인 종특 ㅋㅋ,
attack,이게 한국여자들의 현실이다. 본인 능력이 뭣도 없으면서 만나는 남자로 자기 자신을 투영시켜 그 급이 되는줄 아는 착각에 빠져산다,
attack,이견 많은데요...? 기사제목 바꿔주시길 공효진 연기 재미없어 .. 누군가는 자연스럽다는데.. 그럼 매번 자연스럽게 연기할 캐릭터만 공효진이 고르나봄..언제적 공블리야...,
attack,이규빈은 뭐하는 사람임?ㅡㅡ,
attack,이기적이게 생겼어요..전형적으로 학교에서 자기만생각하고 공부잘하는.. 인간적으로는 한혜진이 더 좋아보이는 느낌이네요,
attack,이나영 분명히 동안일 텐데 이종석이랑 있으니까 엄청 늙어 보인다...,
attack,이넘은 뭐 매번 인터뷰마다 돈돈 거리네 ~ 양희은언니 좀 본받아라 ~ 다들 먹고살게 힘든데 돈도 많이 버는것들이 방송나와서 자꾸 돈돈 거리는거 일반인들 힘빠지게 만든다고 ㅉㅉㅉ,
attack,이년 이년 이년 좋겠다,
attack,이년들 쳐먹는데 그걸 왜 근황이라고 기사화 시키냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
attack,이년은 촬영거부로 미국으로 튄년이 뻔뻔하기 그지없게 튀나오네 ㅋㅋㅋ,
attack,이늙은거는 나중에 이혼위자료 많이 받으려고 하는거 딱 보이는데 ..ㅎㅎㅎㅎㅎ 남편이 잘버니까 .그냥 먹구살기 딱이니까 ..인기두 없어 나이두 많아 얼굴도 안돼 ..이 할머니 도대체 머를 잘해서 젊은 남자를 꼬셧을가 ㅎㅎ 멀가 대체,
attack,이대휘가 누굴 가르칠 깜냥이 됨?? 엑소 방탄소년단급도 아니면서,
attack,이동남아아줌마노래엉청못하던데 소음수준,
attack,이들마 내취향 아니라 잼없다했드만 아줌마들 개때처럼 몰려오드만ㅋㅋ,
attack,이때다하고 배알꼴린 거지꼰대들 돈많은 젊으니 까느라 정신없네 ㅋㅋㅋ인생불쌍 ㅉ,
attack,이떄다 싶어서 메갈년들 몰려와서 남경 ㅇㅈㄹ 하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
attack,이래서 여자는 상종하면 안돼.....시기 질투...이제와서 ㅈㄹ 이야...안고가기로했으면 잘살게 내버려두지...,
attack,이런 글에 관심 주니 기레기는 더 기레기가 되고 국민은 개 돼지가 되는 거다구속되서 심판 받는 중인데 거기서 비치된 만화를 보건 소설을 일건 잠을 자건 뭔 상관이냐ㅋㅋ진짜 죽을때까지 깔듯 한심한 기레기 ㅉㅉ,
attack,이런 쓸데없는 프로그램 누가 기획하는지... 연예인 대상으로 하지 말고 민간인 추첨해서 해봐라... 화재성 1위일텐데.. 어디 듣보잡데리고,
attack,이런 암퇘지 같은!! 연기할 때도 성기 생각하며 젖어 있는거 아냐??,
attack,이런 음악하는애들 일찍 죽는거 뻔하지 않나? 온갖 약물 빨아대면서 지가 만든 음악틀어놓고 여자랑 문란하게 비트게 꿍짝 거리다 흥 떨어지니 약 더빨고 더빨다 저 세상가는거지 애도는 무슨 축하한다,
attack,이런 할일없는 30/40대 노처녀들의 시기질투 때문에 연예인들이 개돼지로 보는거다.,
attack,이런 해외여행육아 쓰레기 프로 폐지해라. 쓰레기 만들라고 수신료 내는 줄아야???,
attack,이런거 기사쓰지마 자꾸 써주니까 애가 설치잖아 기자야 니가 문제다,
attack,이런건 당췌 어떤 모쏠찐따들이 보는거지???대리만족이 되긴허냐???ㅋㅋㅋㅋㅋ,
attack,이런걸보고 ㅂㅅ 육깝하네라고하지요,
attack,이런남편 감지덕지하니 의부증에 이혼 이혼 밥먹듯이말하다 진짜이혼당하면 못살꺼같은데 그성깔 누가맞출까요 성깔죽이고사세요,
attack,이런늠은 거세가 정답이다.,
attack,이런상간년들하고파람피우는게 바로니신랑이란다,
attack,이럴줄알았다 드라마시작되기전에는 그렇게 군대얘기하더니 끝날때되니까 호평밖에없네정상적으로 군대가는남자들만 바보만드네이게 개돼지와 다를게뭐냐,
attack,이렇게 기사 떠도 음모론 믿는 새끼들은 성노예 같은 자극적인 얘기만 쳐믿ㅈㅣㅋㅋㅋㅋ 진짜 덜떨어진 새끼들 같애,
attack,이름 딱 듣고 알만한 사람 아니면.. 왠만하면 부고 내지 말지? 정보 홍수 시대에 대체...,
attack,이름도 몰라 얼굴도 몰라 니들만의 정신승리로 한류인척쇼하고 문재인탄핵위기놓이자 뒷거래까지해가면서 해외프로꽂아넣고 한류라면서 영어로 연설하고 개쇼한쓰레기 개돼지선동언플 계속해봐 탄핵및 구속은 니들 몫,
attack,이름이 여자네 생긴것도 기지베 같고,
attack,이름자체가 그냥 뚱뚱해보임이미지가 그래서 그런가..,
attack,이름한번 ㅈ같네,
attack,이마에 모 쳐넣었는지 티 존나 나네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
attack,이명박이 걸그룹하는나라가 됐구나 만족하니 페미들아?,
attack,이명박탈옥?방씨일가 패륜 사건 물타기,
attack,이분은 인스타 올리지도 못하나 열등감도 정도껏 해야지ㅉㅉ여기 악플다는 사람들 다 찌질하고 불쌍해보임ㅉㅉ 이쁘고 잘생기고 똑똑한 선남선녀 둘이 결혼해서 2세까지 훌륭할듯ㅎ부러워서 그러는거니 악플 신경쓰지말고 순산하세요,
attack,이쁘네 ㅋㅋㅋ 오크먜갈년들 또 심통난거냐 ? 왜 ㅂㄷㅂㄷ 욕하고난리냐 ㅋㅋㅋ 하긴 니네면상은 견적이안나오니 ㅋㅋㅋㅋ,
attack,이쁜데 못생긴 애들 질투 고만좀,
attack,이상윤아 드라마 반응 체크하지? 연기 접어라,
attack,이상한 여자들 천지다 박나래한테만 관대해 이유 졸라 알것 같음......비슷한거지 본인이랑 박나래랑.....,
attack,이상화 광대 보소 얼면적도 강남보다 넓네 감출려고 비스듬하게 찍어도 다 티나네 곧 이혼할듯,
attack,이새기 결국 한여잖아 나중에 미투짓 할게뻔하지,
attack,이새기일베일수있다. 신해철 바른소리하는거싫어했을거같다는생각이 든다. 말도안되는일이 벌어지는 세상,
attack,"이새끼는 정말 나이값 못해. 애비도 김지미하고 간통해서 깜방에 가더니, ㅉ",
attack,이색히 얼굴봐라.옛날 동방신기 모습이 남아있냐?술.마약.여자에 찌든 전형적인 아재얼굴이지,
attack,이서진 노인네들하고 놀면 늙어 바보야,
attack,이서진좀 그만나와라 에휴,
attack,이성욱 아까 사진 실렸는데 꼬랑내 날거같아보여,
attack,이소연 다시 결혼할 수 있을까? 솔직히 누가 먹다 버린 거 내가 먹기 싫은 게 인간의 심리인데. ㄷㄷ,
attack,이수근 나오는 신서유기는 잘 챙겨보는 놈들이 여기선 꼭 깨어있는 사람인척ㅋㅋㅋ,
attack,이수근 언제까지 봐야되냐,
attack,이쉐기덜 아주 나쁜놈들입니다.. 먹엇으면 지들만먹고 촬영해서 지들만보면 답니까?! 예!? 전국민의 남자들도 같이 보면 얼매나좋습니까?! 아주 이기적인놈들입니다! 처벌 확실히 부탁드립니다 판사님.,
attack,이승윤씨 매니저랑 잘되서 좋긴한데.. 솔직히 인상은 별루 호감형이 아님.. 실제 성격은 어떤지 몰겠는데 편견이 생기면 안되지만 울동네 패밀리닥터가 이승윤처럼 생김. 겁나 재수똥덩어리 ㅋㅋㅋ,
attack,이시언집은 또 그새 짐이 많아졌어뭘 저렇게 집안에 살림으로 채우는지...하는짓이 꼭 노인같애,
attack,이야 빡대가리들 많네 ㅋㅋ 니들차 3번고장에 협의잘안되면 영업사원한테 홍천까지 고기사오라고 시켜되는거냐ㅋㅋ 대체 뭐가갑질이냐는 뇌사상태인 놈들은 뭐야,
attack,이여자분 누군지모르겠는데 콧구멍이 돼지같냐,
attack,이여자야 치사 하구나 니가 조심해야지 얘 가질려구 한것도 아니고 둘다 즐기려다 생긴거 생긴대로 났다가는 고아원 자리없다 억울하연 질투하지 말고 보란듯 잘살지,
attack,이열음의 대왕조개 먹어보고 싶다. 오해하지 마세요 이열음이 들고나온 대왕조개 말하는 거임!,
attack,이열음이 싼 똥 제작진이 치우네. 이열음이 잘못하고 소속사가 피해자 코스프레해서 청원올린 거다. 이열음 자업자득이다. 싸가지 없어서 자기가 한 업보 돌아오는 중이다. 실체가 공개되길 바란다.,
attack,"이영자, 박나래가 받을 대상 뺏으니까 기분 좋냐? 돼지 같이 처먹기만 하는 게 뭘 잘한다고... 빚이나 갚아라. ㅉㅉ",
attack,이영자는 쳐먹는 방송 말고는 할줄아는게 머임?,
attack,이와중 타짜는 일본감 ㅋㅋ정신빠진 녀ㄴ,
attack,"이완이 누구야??, 듣보잡이네",
attack,이은희남편 사고치더니 개명했나?아직도그남편이랑사나?슬슬방송기어나올준비하는구나,
attack,이장우 늙고 못생김 저딴 아재가 주연이니깐 망하지,
attack,이제 이상민 빚쟁이 캐릭터도 끝난거 아냐?이제 블쌍한척 그만해라 솔까 저시키가 빚쟁이들에게 좋은팁 알려줬지 탁재훈은 걍 여자나 꼬시면서 살고 김수미는 왜케 많이 나와 무슨 욕쟁이 할망구 컨셉이냐,
attack,이젠 뭐라해도 진심이 1도 읍다 달게 받기는..확인 안하면 질책도 안보고 못보니 니들은 떠들어라 난 다른 경로로 찝적이겠다 로 들린다 씨엔블루도 어차피 정용화 때문에 망했고 그냥 평생 면상 안봤으면,
attack,이젠 별놈이 다뜨내 ㅋㅋ,
attack,이종석 아무리봐도 대가리가 맹구던데,
attack,이종석 연기잘하고 존잘 열폭 한남 비율봐라 군대 기사에 발작함,
attack,이종석만 멋있고 이나영 못 보겠음 아줌마같음,
attack,이채연 모생김 ...,
attack,이필모 비호감.투머치 . 느끼함.서수연씨가 아깝네여ㅠ,
attack,이필모가 대단한게 아니라 니가 바보 같은 거다.,
attack,이하이 언제 월드스타되냐? 작고 못생긴 뚱보일뿐.월드스타는 될수없을듯..,
attack,이혼이 다가오나? 왜갑자기 화면에 들이대지 .뻔뻔한여자가?? 이상민 개고생 시켜놓구,
attack,이혼해라 혜정이도 함소원처럼 애먼 남자 잡을거다 지 애미 닮아서 함소원도 지 애미랑 똑같드만 ㅉㅉ,
attack,이효리 하면 제일 먼저 생각 나는게 유고걸이지 그 못 생긴 만두속 같이 생긴 놈이랑은 어울리지 마라 효리야 누구냐구? 상순이? 아니아니 김제동 말야,
attack,이효리얼굴은 코가 다함. 진짜 저 코 아니었음 평범,
attack,인기 1도 없이 SM빨로 여기저기 틀면 나오는 극혐주니어 때문에 사람들이 티비를 안보고 유튜브만 보는 듯,
attack,인생술집좀 나오지마라. 말도 못하는 띨한 애를 왜 쓰냐,
attack,인터넷 댓글에 누군지알고 뭔 해명을 하라는거야. 방송에 웃으면서 나오는게 화가 나는게 아니라 인기가 오를게 피가 솟는다니 뭔 열등감 터지는 개소리ㅡㅡ,
attack,일단 시장 밀어 버린건 속이다 시원하다 그지 새기들 보상금 한푼이라도 더 쳐 받으려고 쌩 자랄 하는거 꼴배기 싫었는디 ㅋㅋㅋㅋㅋ,
attack,일본 싫어하면서 일본AV는 ㅈㄴ 좋아하지? 역시 미개한 한국남자들,
attack,일본 원숭이는 너네 나라로 가세요!,
attack,일본에서 AV배우로 데뷔하면 대박날거 같아요ㅎㅎ 가수데뷔는 그닥..,
attack,일본영주권있는데 다 포기하고 어제 회사 관두고 오늘 한국왔습니다 저잘했죠? 칭찬해주세요 애국자새끼들님들아??ㅋㅋㅋㅋ,
attack,일부러대화그쪾으로유도한다음에 지워달라해도안지워주고 친구 개못됬네시털년,
attack,임신전 손 댔겠지 임신해서는 약 못씀 누가봐도 칼질했는데 무슨 ㅋㅋㅋ 참 뉴스꺼리 없네,
attack,임신한 신성한 몸에 웬 비키니넘 몰상식해 보여요,
attack,"임영웅 : 광신도 열성팬 거부감, 음역대 중저음대만 맴돌고.. 발성도 옹알옹알...마케팅으로 포장. 롱런 못할듯 ㅠㅠ",
attack,임예진 개년 연기고 뭐고 개같은거 그만 출연시켜라 구역질난다. 미친 요즘도 저런 좃이 있음?,
attack,잊지 않겠습니다. 한남들이 설리를 죽였다는걸,
attack,자궁및 질 출혈은 뭐 성기에다가 주먹이라도 집어넣었냐ㅋㅋㅋㅋ 멍도 그렇고 진짜 쳐맞은 사람 멍이 아니네ㅋㅋ,
attack,자기가 결혼때문에 커리어가 단절됫다고 생각하는 능력없는 아줌마들 드라마,
attack,자꾸 말아먹는데 왜 나오지;;쟤들 키울 돈으로 나같음 신인그룹 만들겟노 이기야,
attack,자본주의가 낳은 괴물 커플,
attack,자살 시도를 했건 멀했건 관심 없다,
attack,자연미인도 아닌게... 네이버일마들 자꾸 띄우는겨? 지겹네 아오~~,
attack,자유지ㅇㅇ남자는 꼭지보이는거 상관없고 여자는 보이면 안되는거임? 과하다는건 쿵쾅들이 그러는거겠지,
attack,"작가 애도 성상납 했나, 어디서 주워 듣고 다 아는것 처름 애기하네, 푼수",
attack,작가야 돌았냐 제정신이냐 이게 드라마냐 ㅜㅜㅜ 고현정 발음 다뭉게져서 대체무슨말하는지 안들리고 오버연기 하고있다 박신양도 왜저렇게 오버하냐 항상 똑같은 연기 ㅠㅠㅠ,
attack,잔나비도 전라도예요? 댓글이?,
attack,잘나가고 돈많은데 차별하면 어떠냐ㅋㅋㅋㅋㅋ똥양인은 차별당할 만한 외모기도하고ㅎ백인들 찬양하자그냥,
attack,잘생겼당 나도 변기에서 해보고파,
attack,잘생긴애들이 99의 여자 다 따먹고 다니는게 맞는 모양이네 솔직히 부럽다 나는 돈주고도 그정도 따먹기 힘든데 ㅠ,
attack,잠잠해지니 기어나오네ㅋㅋㅋㅋ군대로 복귀해라참 쉽네ㅋㅋㅋㅋㅋㅋㅉㅉ,
attack,잠재적 범죄자들 가해자한테 감정이입하는거 보소 ㅋㅋ,
attack,잡아떼다가 니 떡 동영상 나오면 어떻게 잡아 때라고? 나왔음 좋겠다 표정보게 ^^,
attack,장도리로 도환이 쇄골 으스러뜨려주고싶다♥,
attack,장동건 예수님이냐? 왜 미남이라하는줄 모르겟다 시대 잘 타고나서 잘 해먹었지 ~요즘 저런 얼굴 왕느끼..연기파도 아니고 무슨 부류인지? 애매함 ..넘 못해,
attack,장동윤 ㅅㅅ 잘 할 것 같음,
attack,"장례식장에 페미들이 몰려와서 여성평등을 외치고 난동 부릴거 같더니,,, 페미들이 조용하네,,, ㅋㅋㅋ",
attack,장모님과 연 끊고 사는 도××아나. 신경 좀 써야하지 않는가희희낙낙하는 부부 모습 구역질난다. 슈돌 나레이션은 왜 필요한가?,
attack,장백지 남자 밝히는걸로 엄텅유명한데 ... 색녀다 색녀,
attack,장백지도 부모도그런거아닐까?형제자매들이 배다르던가 어머니가다다르던지..개드러움..,
attack,장신영 안나왔으면 좋겠다드세보여 남편 휘어잡는거같이보이는데애데리고 재혼했으면 좀더 잘해야되지않을까,
attack,장신영이 관리해야 강경준이 아저씨같지,
attack,장윤정 결혼잘했지..가수나부랭이주제에,
attack,장윤정 그냥 재수없는타입 여자가 억세고 드세보인다 도경한 깨갱거리며살것같다,
attack,장윤정 노래는 들으면 감정이입되고 같이 눈물 나고 그런데 얜 아주 감정이 메말라서 무슨 기계가 노래하는 것같고 결정적으로 노래를 ㅈ 못부른다 무슨 수로 1위했는지 모르겠다 또 투표로 조작했나,
attack,장윤정부부 돈도많다며 구지 예능 모하러나와 몬난이남매 자랑하려 그러는갑네 거만한 장윤정 티비서 보기실다,
attack,장윤정이 담주 전설이 웬말이냐...막장으로가네...그리고 판정단 입장시킬때 귀지확인하고 입장시켜라...막귀들만있나...박기영 빼고 다 그냥 쑈다,
attack,재국의 아이돌?? 이런듣보 그룹도있었나?? 방탄보다 인기없음 관심업슴 케케,
attack,재발 유재석 박명수 나가라. 정말 재미앖다. 늘 남 멘트 주워담고 재미없은 유재석. 박명수는 외모라도 웃겼는데 지금은 머리심고 꾸미고 나오니 전혀 노잼. 게다가 재치도 없고 열정도 없고.,
attack,재산 수백억이니 쉬고 싶으면 쉬는거지. 느그들은 우울증 약 먹으면서 일해야 되고 ㅇㅇ,
attack,재수 많은년,
attack,재수없다 니엄마하고관계나정리해,
attack,재앙이도 리명박근혜 탓하던데 비슷한건가 ㅋ,
attack,재혼이자랑이냐? 이새키는 왜이런기사를써서 사람욕쳐먹게만드냐? 기자가 안티네~,
attack,재혼한게 뭐 자랑이라고...뻔뻔해!,
attack,쟝르를불문한 막장드라마의귀재 김순옥존경스럽네 일부러 재방 몇번봤다 그만좀나와라 쓰레기작가 너때문에내가볼게없다 그만기용해라 쓰레기 방송사야,
attack,쟤는 추해!,
attack,"저 X 들, 밥먹고 드럽게 할 일 없나부다... 요즘 군대가 군대냐?..당나라 군대지.. 졸라 빠져가지고..ㅋㅋ",
attack,저 sekki 고자 만들어야됨ㅡㅡ,
attack,저 갈보같이 생긴 년이 대체 누군데?,
attack,저 깜시는 누구야,
attack,저 또라이...잘난척 겉멋은...에굴 불쌍타.구속해서 사형판결내려라,
attack,저 아나운서 이젠 메갈들 용어로 흉자된거임?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 메갈들 부러워서 키보드 잡고 부들부들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,
attack,저 정도 몸매는 길거리에 널리고 널렸지... 그냥 오크돼지줌마들의 워너비 ㅉㅉㅉㅉ,
attack,저 친일파 무개념은 왜 계속 나오는거냐? 제작진들이 개념이 없네,
attack,저 할매 진짜 주접킹이시네. 며느리 삼고 싶다고 하면 박은혜가 아이고 감사합니다 이래야 합니까? 토니안보다 박은혜가 훨씬 아까워요.,
attack,저거 웃기는 녀ㄴ이네 이제와서 언플하냐 아님 머하자는 수작인지,
attack,저거 조사한번 들어가봐라 ㆍ도대체 어케하면 45억이 금방 갚는거냐?? 책이라도 출판해라 베스트셀러감이다,
attack,저거들 고향 젓라도 아닌가요?,
attack,저거입고 나다니는애들 싹 힙찔이 카테고리?,
attack,저걸 새벽부터 찾아가서 먹는것들은 제정신인가?ㅋㅋㅋㅋ,
attack,저것도 얼굴이냐?ㅋㅋㅋㅋㅋㅋㅋ 저런얼굴은 그냥 단역이나 엑스트라가 맞다.,
attack,저게 뭔 잘못이라고 사과문 까지 올려 ㅋㅋㅋ남자라면 아무 화재도 안되고 그냥 묻혔을일이 여자는 숨만 쉬어도 까이네 이러고도 여혐이 아님? ^^,
attack,저게 어딜봐서 비키니.. 수영복이구만ㅋㅋ 김준현 유민상 문세윤이 남성용 팬티 수영복 입었음 이런 기사 1도 안떴겠지?ㅎㅎㅎㅎ 뚱뚱한 남자도 결혼식 잘만 하는데 여자만 살빼야되는 후진국ㅉㅉ,
attack,저게...?합의된 연기가아니였다구?신고?저여성분도참별난듯저정도로?연기하다가 진짜싫음ㅋㅋㅋㅋ,
attack,저기 아가씨 아직 거기 앉을급은 안되잖아요 겸손이없네,
attack,"저기요 유병재는 머하는사람임? 억지웃음에다 재미도 하나 없건만 저프로에는 누가 꽂은거임?보다가 보다가 흥미 없어 체널돌린다,쟈만 안나옴 보고싶은디,하나 재미없는 저사람 일상을 왜 돈내고 봐야하는지,제발좀 하차시켜라",
attack,저남자 개무시하는 편협한 인간들 개많네 좀 한국연예계만 관심 갖지말고 다른 문화권 방송좀 보고 살아라,
attack,저년'...평소도보면 교만하기짝이없었다.다신티비나 무대같은데서 않보게되길소망한다.교만햇던 당신의벌일것이다.,
attack,저년이 누군데? 야동배우냐,
attack,저놈도 결혼 하는데 요기서 악플다는 니네는 뭐다?,
attack,저도 순수한 프로틴 덩어리인 정액비누 만들어 드릴게요,
attack,저둘이 사귄다구요? 미쳤네요 너무 나이차이가...,
attack,저래 다 뜯어 고친 애랑 살면 좋을까.. 사람 보는 눈이 저래 없을 수가..,
attack,저러고 대체 찍는 이유가 뭐야? 새로운 관종 등장~ 기사때문에 알아간다,
attack,저런 대가리빈년 데리고 살면 순간은 예쁘니까 좋겠지 그치만 그게 끝이다,
attack,저런 애들은 자살을 안하지. 역시 멘탈갑이야. 그러니 그런 짓을 하고도 죄의식없이 불복하겠지? 저 인간들의 부모부터 자식까지 3대가 드러나야돼.,
attack,저런 여자는 내 자식을 잔득 넣어줘야 정신을 차리지,
attack,저런거 조롱하는 놈들 대깨문이던데 좌좀 빨겡이들 ㅋ,
attack,저런곳에 일하는여자가 저런거 당했다고 하루하루 괴롭게 지낸다고?개가 웃겠다ㅋㅋ돈만주면 2차 나가는거 졸 좋아하는 애들 아니냐? 그리고 성매매 업소도 아니라고? 성매매 업소도 성매매 업소라고 안하고 성매매하거든?어이없네,
attack,저런사진 안봐도 몸매좋은거 알아요 오히려 숨길때 더 매력있죠 티내니까 자랑하는거 같아 이미지 별로네 다른 연얜이랑 다르게 지적이고 통역사라 좋았는데 몸매자랑하는 이미지 깨네요,
attack,전라도랑은살기힘들지 차라리 강아지랑살지,
attack,전라도애들이 원래 뒤가안좋다 앞에서는 샤바샤바는 참잘하지,
attack,전라도의 딸 홍진영이여라 으매이징하덩깨,
attack,전라디언을 조심하자,
attack,전부터 매니저 티비나오는거 보니까 꼬름하게생긴게 좀 모자라 보이드라 운전도 못해보이고 졸음운전으로 본다,
attack,전세계 남성 핸드폰 조사하면 95프로 잡힌다. 스님.목사님. 포함,
attack,전소민 존나 밀어주네 전소민 노잼이야,
attack,전소민얘는 남자하나 꼬실려고 연예인하는것같아 배운지 예능인인지 참,
