1,2,3,BIO
65764,Sentence: 2166,민,O
65765,Sentence: 2166,의,O
65766,Sentence: 2166,5,O
65767,Sentence: 2166,0,O
65768,Sentence: 2166,가,O
65769,Sentence: 2166,공,O
65770,Sentence: 2166,산,O
65771,Sentence: 2166,당,O
65772,Sentence: 2166,때,O
65773,Sentence: 2166,문,O
65774,Sentence: 2166,에,O
65775,Sentence: 2166,강,O
65776,Sentence: 2166,제,O
65777,Sentence: 2166,징,O
65778,Sentence: 2166,집,O
65779,Sentence: 2166,당,O
65780,Sentence: 2166,한,O
65781,Sentence: 2166,나,O
65782,Sentence: 2166,라,O
65783,Sentence: 2166,인,O
65784,Sentence: 2166,데,O
65785,Sentence: 2167,아,O
65786,Sentence: 2167,까,O
65787,Sentence: 2167,스,O
65788,Sentence: 2167,타,O
65789,Sentence: 2167,벅,O
65790,Sentence: 2167,스,O
65791,Sentence: 2167,갔,O
65792,Sentence: 2167,는,O
65793,Sentence: 2167,데,O
65794,Sentence: 2167,보,B
65795,Sentence: 2167,지,I
65796,Sentence: 2167,년,B
65797,Sentence: 2167,들,O
65798,Sentence: 2167,우,O
65799,Sentence: 2167,글,O
65800,Sentence: 2167,우,O
65801,Sentence: 2167,글,O
65802,Sentence: 2167,하,O
65803,Sentence: 2167,더,O
65804,Sentence: 2167,만,O
65805,Sentence: 2167,불,O
65806,Sentence: 2167,매,O
65807,Sentence: 2167,는,O
65808,Sentence: 2167,니,B
65809,Sentence: 2167,미,I
65810,Sentence: 2167,씹,B
65811,Sentence: 2167,창,I
65812,Sentence: 2167,년,B
65813,Sentence: 2167,들,O
65814,Sentence: 2167,아,O
65815,Sentence: 2167,ㅋ,O
65816,Sentence: 2167,ㅋ,O
65817,Sentence: 2167,ㅋ,O
65818,Sentence: 2167,ㅋ,O
65819,Sentence: 2167,ㅋ,O
65820,Sentence: 2167,ㅋ,O
65821,Sentence: 2167,ㅋ,O
65822,Sentence: 2168,스,O
65823,Sentence: 2168,벅,O
65824,Sentence: 2168,은,O
65825,Sentence: 2168,그,O
65826,Sentence: 2168,들,O
65827,Sentence: 2168,에,O
65828,Sentence: 2168,게,O
65829,Sentence: 2168,스,O
65830,Sentence: 2168,피,O
65831,Sentence: 2168,릿,O
65832,Sentence: 2168,이,O
65833,Sentence: 2168,기,O
65834,Sentence: 2168,때,O
65835,Sentence: 2168,문,O
65836,Sentence: 2168,에,O
65837,Sentence: 2168,포,O
65838,Sentence: 2168,기,O
65839,Sentence: 2168,를,O
65840,Sentence: 2168,할,O
65841,Sentence: 2168,수,O
65842,Sentence: 2168,가,O
65843,Sentence: 2168,없,O
65844,Sentence: 2168,지,O
65845,Sentence: 2168,개,O
65846,Sentence: 2168,가,O
65847,Sentence: 2168,똥,O
65848,Sentence: 2168,을,O
65849,Sentence: 2168,끊,O
65850,Sentence: 2168,지,O
65851,Sentence: 2168,ㅋ,O
65852,Sentence: 2169,멸,O
65853,Sentence: 2169,공,O
65854,Sentence: 2169,은,O
65855,Sentence: 2169,팩,O
65856,Sentence: 2169,트,O
65857,Sentence: 2169,니,O
65858,Sentence: 2169,까,O
65859,Sentence: 2169,ㅋ,O
65860,Sentence: 2169,ㅋ,O
65861,Sentence: 2169,ㅋ,O
65862,Sentence: 2170,언,O
65863,Sentence: 2170,냐,O
65864,Sentence: 2170,들,O
65865,Sentence: 2170,드,O
65866,Sentence: 2170,걔,O
65867,Sentence: 2170,쟤,O
65868,Sentence: 2170,스,O
65869,Sentence: 2170,벅,O
65870,Sentence: 2170,매,O
65871,Sentence: 2170,장,O
65872,Sentence: 2170,입,O
65873,Sentence: 2170,구,O
65874,Sentence: 2170,한,O
65875,Sentence: 2170,정,O
65876,Sentence: 2170,줄,O
65877,Sentence: 2170,섬,O
65878,Sentence: 2170,언,O
65879,Sentence: 2170,냐,O
65880,Sentence: 2170,들,O
65881,Sentence: 2170,드,O
65882,Sentence: 2170,걔,O
65883,Sentence: 2170,쟤,O
65884,Sentence: 2170,스,O
65885,Sentence: 2170,벅,O
65886,Sentence: 2170,매,O
65887,Sentence: 2170,장,O
65888,Sentence: 2170,입,O
65889,Sentence: 2170,구,O
65890,Sentence: 2170,한,O
65891,Sentence: 2170,정,O
65892,Sentence: 2170,줄,O
65893,Sentence: 2170,섬,O
65894,Sentence: 2170,언,O
65895,Sentence: 2170,냐,O
65896,Sentence: 2170,들,O
65897,Sentence: 2170,드,O
65898,Sentence: 2170,걔,O
65899,Sentence: 2170,쟤,O
65900,Sentence: 2170,스,O
65901,Sentence: 2170,벅,O
65902,Sentence: 2170,매,O
65903,Sentence: 2170,장,O
65904,Sentence: 2170,입,O
65905,Sentence: 2170,구,O
65906,Sentence: 2170,한,O
65907,Sentence: 2170,정,O
65908,Sentence: 2170,줄,O
65909,Sentence: 2170,섬,O
65910,Sentence: 2170,언,O
65911,Sentence: 2170,냐,O
65912,Sentence: 2170,들,O
65913,Sentence: 2170,드,O
65914,Sentence: 2170,걔,O
65915,Sentence: 2170,쟤,O
65916,Sentence: 2170,스,O
65917,Sentence: 2170,벅,O
65918,Sentence: 2170,매,O
65919,Sentence: 2170,장,O
65920,Sentence: 2170,입,O
65921,Sentence: 2170,구,O
65922,Sentence: 2170,한,O
65923,Sentence: 2170,정,O
65924,Sentence: 2170,줄,O
65925,Sentence: 2170,섬,O
65926,Sentence: 2170,언,O
65927,Sentence: 2170,냐,O
65928,Sentence: 2170,들,O
65929,Sentence: 2170,드,O
65930,Sentence: 2170,걔,O
65931,Sentence: 2170,쟤,O
65932,Sentence: 2170,스,O
65933,Sentence: 2170,벅,O
65934,Sentence: 2170,매,O
65935,Sentence: 2170,장,O
65936,Sentence: 2170,입,O
65937,Sentence: 2170,구,O
65938,Sentence: 2170,한,O
65939,Sentence: 2170,정,O
65940,Sentence: 2170,줄,O
65941,Sentence: 2170,섬,O
65942,Sentence: 2170,언,O
65943,Sentence: 2170,냐,O
65944,Sentence: 2170,들,O
65945,Sentence: 2170,드,O
65946,Sentence: 2170,걔,O
65947,Sentence: 2170,쟤,O
65948,Sentence: 2170,스,O
65949,Sentence: 2170,벅,O
65950,Sentence: 2170,매,O
65951,Sentence: 2170,장,O
65952,Sentence: 2170,입,O
65953,Sentence: 2170,구,O
65954,Sentence: 2170,한,O
65955,Sentence: 2170,정,O
65956,Sentence: 2170,줄,O
65957,Sentence: 2170,섬,O
65958,Sentence: 2171,스,O
65959,Sentence: 2171,벅,O
65960,Sentence: 2171,불,O
65961,Sentence: 2171,매,O
65962,Sentence: 2171,는,O
65963,Sentence: 2171,불,O
65964,Sentence: 2171,가,O
65965,Sentence: 2171,능,O
65966,Sentence: 2171,이,O
65967,Sentence: 2171,지,O
65968,Sentence: 2171,ㅋ,O
65969,Sentence: 2171,ㅋ,O
65970,Sentence: 2172,정,O
65971,Sentence: 2172,보,O
65972,Sentence: 2172,배,O
65973,Sentence: 2172,우,O
65974,Sentence: 2172,김,O
65975,Sentence: 2172,선,O
65976,Sentence: 2172,호,O
65977,Sentence: 2172,불,O
65978,Sentence: 2172,매,O
65979,Sentence: 2172,드,O
65980,Sentence: 2172,가,O
65981,Sentence: 2172,자,O
65982,Sentence: 2172,운,O
65983,Sentence: 2172,동,O
65984,Sentence: 2172,할,O
65985,Sentence: 2172,때,O
65986,Sentence: 2172,당,O
65987,Sentence: 2172,시,O
65988,Sentence: 2172,홍,O
65989,Sentence: 2172,보,O
65990,Sentence: 2172,모,O
65991,Sentence: 2172,델,O
65992,Sentence: 2172,이,O
65993,Sentence: 2172,었,O
65994,Sentence: 2172,던,O
65995,Sentence: 2172,1,O
65996,Sentence: 2172,1,O
65997,Sentence: 2172,번,O
65998,Sentence: 2172,가,O
65999,Sentence: 2172,는,O
66000,Sentence: 2172,최,O
66001,Sentence: 2172,고,O
66002,Sentence: 2172,매,O
66003,Sentence: 2172,출,O
66004,Sentence: 2172,을,O
66005,Sentence: 2172,찍,O
66006,Sentence: 2172,었,O
66007,Sentence: 2172,다,O
66008,Sentence: 2173,스,O
66009,Sentence: 2173,타,O
66010,Sentence: 2173,벅,O
66011,Sentence: 2173,스,O
66012,Sentence: 2173,에,O
66013,Sentence: 2173,커,O
66014,Sentence: 2173,피,O
66015,Sentence: 2173,마,O
66016,Sentence: 2173,시,O
66017,Sentence: 2173,러,O
66018,Sentence: 2173,쟤,O
66019,Sentence: 2173,드,O
66020,Sentence: 2173,궤,O
66021,Sentence: 2173,줴,O
66022,Sentence: 2173,ㅋ,O
66023,Sentence: 2173,ㅋ,O
66024,Sentence: 2173,ㅋ,O
66025,Sentence: 2173,ㅋ,O
66026,Sentence: 2173,ㅋ,O
66027,Sentence: 2173,ㅋ,O
66028,Sentence: 2173,ㅋ,O
66029,Sentence: 2173,ㅋ,O
66030,Sentence: 2173,ㅋ,O
66031,Sentence: 2173,ㅋ,O
66032,Sentence: 2173,ㅋ,O
66033,Sentence: 2173,ㅋ,O
66034,Sentence: 2173,ㅋ,O
66035,Sentence: 2173,ㅋ,O
66036,Sentence: 2173,ㅋ,O
66037,Sentence: 2173,ㅋ,O
66038,Sentence: 2173,ㅋ,O
66039,Sentence: 2173,ㅋ,O
66040,Sentence: 2173,ㅋ,O
66041,Sentence: 2173,ㅋ,O
66042,Sentence: 2173,ㅋ,O
66043,Sentence: 2173,ㅋ,O
66044,Sentence: 2173,ㅋ,O
66045,Sentence: 2173,ㅋ,O
66046,Sentence: 2173,ㅋ,O
66047,Sentence: 2173,ㅋ,O
66048,Sentence: 2173,ㅋ,O
66049,Sentence: 2173,ㅋ,O
66050,Sentence: 2173,ㅋ,O
66051,Sentence: 2173,ㅋ,O
66052,Sentence: 2173,ㅋ,O
66053,Sentence: 2173,ㅋ,O
66054,Sentence: 2173,ㅋ,O
66055,Sentence: 2173,ㅋ,O
66056,Sentence: 2173,ㅋ,O
66057,Sentence: 2173,ㅋ,O
66058,Sentence: 2173,ㅋ,O
66059,Sentence: 2173,ㅋ,O
66060,Sentence: 2173,ㅋ,O
66061,Sentence: 2173,ㅋ,O
66062,Sentence: 2173,ㅋ,O
66063,Sentence: 2173,ㅋ,O
66064,Sentence: 2173,ㅋ,O
66065,Sentence: 2173,ㅋ,O
66066,Sentence: 2173,ㅋ,O
66067,Sentence: 2173,ㅋ,O
66068,Sentence: 2173,ㅋ,O
66069,Sentence: 2173,ㅋ,O
66070,Sentence: 2173,ㅋ,O
66071,Sentence: 2173,ㅋ,O
66072,Sentence: 2173,ㅋ,O
66073,Sentence: 2173,ㅋ,O
66074,Sentence: 2173,ㅋ,O
66075,Sentence: 2174,스,O
66076,Sentence: 2174,타,O
66077,Sentence: 2174,벅,O
66078,Sentence: 2174,스,O
66079,Sentence: 2174,를,O
66080,Sentence: 2174,향,O
66081,Sentence: 2174,해,O
66082,Sentence: 2174,자,O
66083,Sentence: 2174,드,O
66084,Sentence: 2174,가,O
66085,Sentence: 2174,자,O
66086,Sentence: 2175,ㅋ,O
66087,Sentence: 2175,ㅋ,O
66088,Sentence: 2175,ㅋ,O
66089,Sentence: 2175,ㅋ,O
66090,Sentence: 2176,좌,B
66091,Sentence: 2176,빨,I
66092,Sentence: 2176,들,O
66093,Sentence: 2176,의,O
66094,Sentence: 2176,특,O
66095,Sentence: 2176,징,O
66096,Sentence: 2176,선,O
66097,Sentence: 2176,동,O
66098,Sentence: 2176,여,O
66099,Sentence: 2176,론,O
66100,Sentence: 2176,몰,O
66101,Sentence: 2176,이,O
66102,Sentence: 2176,안,O
66103,Sentence: 2176,통,O
66104,Sentence: 2176,햇,O
66105,Sentence: 2176,죠,O
66106,Sentence: 2176,아,O
66107,Sentence: 2176,직,O
66108,Sentence: 2176,도,O
66109,Sentence: 2176,광,O
66110,Sentence: 2176,우,O
66111,Sentence: 2176,병,O
66112,Sentence: 2176,유,O
66113,Sentence: 2176,모,O
66114,Sentence: 2176,차,O
66115,Sentence: 2176,시,O
66116,Sentence: 2176,절,O
66117,Sentence: 2176,인,O
66118,Sentence: 2176,줄,O
66119,Sentence: 2176,암,O
66120,Sentence: 2176,ㅋ,O
66121,Sentence: 2176,ㅋ,O
66122,Sentence: 2176,ㅋ,O
66123,Sentence: 2176,ㅋ,O
66124,Sentence: 2176,ㅋ,O
66125,Sentence: 2176,ㅋ,O
66126,Sentence: 2176,ㅋ,O
66127,Sentence: 2176,ㅋ,O
66128,Sentence: 2176,ㅋ,O
66129,Sentence: 2176,ㅋ,O
66130,Sentence: 2177,한,B
66131,Sentence: 2177,녀,I
66132,Sentence: 2177,가,O
66133,Sentence: 2177,스,O
66134,Sentence: 2177,벅,O
66135,Sentence: 2177,을,O
66136,Sentence: 2177,포,O
66137,Sentence: 2177,기,O
66138,Sentence: 2177,못,O
66139,Sentence: 2177,하,O
66140,Sentence: 2177,는,O
66141,Sentence: 2177,이,O
66142,Sentence: 2177,유,O
66143,Sentence: 2177,는,O
66144,Sentence: 2177,크,O
66145,Sentence: 2177,게,O
66146,Sentence: 2177,세,O
66147,Sentence: 2177,가,O
66148,Sentence: 2177,지,O
66149,Sentence: 2177,임,O
66150,Sentence: 2177,가,O
66151,Sentence: 2177,격,O
66152,Sentence: 2177,이,O
66153,Sentence: 2177,나,O
66154,Sentence: 2177,맛,O
66155,Sentence: 2177,에,O
66156,Sentence: 2177,서,O
66157,Sentence: 2177,스,O
66158,Sentence: 2177,벅,O
66159,Sentence: 2177,을,O
66160,Sentence: 2177,따,O
66161,Sentence: 2177,라,O
66162,Sentence: 2177,잡,O
66163,Sentence: 2177,은,O
66164,Sentence: 2177,커,O
66165,Sentence: 2177,피,O
66166,Sentence: 2177,가,O
66167,Sentence: 2177,없,O
66168,Sentence: 2177,다,O
66169,Sentence: 2177,는,O
66170,Sentence: 2177,건,O
66171,Sentence: 2177,헛,O
66172,Sentence: 2177,소,O
66173,Sentence: 2177,리,O
66174,Sentence: 2177,고,O
66175,Sentence: 2177,첫,O
66176,Sentence: 2177,째,O
66177,Sentence: 2177,가,O
66178,Sentence: 2177,격,O
66179,Sentence: 2177,맛,O
66180,Sentence: 2177,브,O
66181,Sentence: 2177,랜,O
66182,Sentence: 2177,드,O
66183,Sentence: 2177,파,O
66184,Sentence: 2177,워,O
66185,Sentence: 2177,상,O
66186,Sentence: 2177,권,O
66187,Sentence: 2177,등,O
66188,Sentence: 2177,모,O
66189,Sentence: 2177,든,O
66190,Sentence: 2177,밸,O
66191,Sentence: 2177,런,O
66192,Sentence: 2177,스,O
66193,Sentence: 2177,가,O
66194,Sentence: 2177,갓,O
66195,Sentence: 2177,벽,O
66196,Sentence: 2177,한,O
66197,Sentence: 2177,브,O
66198,Sentence: 2177,랜,O
66199,Sentence: 2177,드,O
66200,Sentence: 2177,는,O
66201,Sentence: 2177,없,O
66202,Sentence: 2177,음,O
66203,Sentence: 2177,둘,O
66204,Sentence: 2177,째,O
66205,Sentence: 2177,스,O
66206,Sentence: 2177,벅,O
66207,Sentence: 2177,은,O
66208,Sentence: 2177,커,O
66209,Sentence: 2177,피,O
66210,Sentence: 2177,를,O
66211,Sentence: 2177,마,O
66212,Sentence: 2177,시,O
66213,Sentence: 2177,는,O
66214,Sentence: 2177,게,O
66215,Sentence: 2177,아,O
66216,Sentence: 2177,니,O
66217,Sentence: 2177,라,O
66218,Sentence: 2177,문,O
66219,Sentence: 2177,화,O
66220,Sentence: 2177,를,O
66221,Sentence: 2177,마,O
66222,Sentence: 2177,신,O
66223,Sentence: 2177,다,O
66224,Sentence: 2177,라,O
66225,Sentence: 2177,는,O
66226,Sentence: 2177,얘,O
66227,Sentence: 2177,기,O
66228,Sentence: 2177,가,O
66229,Sentence: 2177,있,O
66230,Sentence: 2177,음,O
66231,Sentence: 2177,즉,O
66232,Sentence: 2177,스,O
66233,Sentence: 2177,벅,O
66234,Sentence: 2177,을,O
66235,Sentence: 2177,마,O
66236,Sentence: 2177,시,O
66237,Sentence: 2177,는,O
66238,Sentence: 2177,행,O
66239,Sentence: 2177,위,O
66240,Sentence: 2177,자,O
66241,Sentence: 2177,체,O
66242,Sentence: 2177,가,O
66243,Sentence: 2177,문,O
66244,Sentence: 2177,화,O
66245,Sentence: 2177,생,O
66246,Sentence: 2177,활,O
66247,Sentence: 2177,을,O
66248,Sentence: 2177,하,O
66249,Sentence: 2177,는,O
66250,Sentence: 2177,영,O
66251,Sentence: 2177,역,O
66252,Sentence: 2177,에,O
66253,Sentence: 2177,까,O
66254,Sentence: 2177,지,O
66255,Sentence: 2177,도,O
66256,Sentence: 2177,달,O
66257,Sentence: 2177,한,O
66258,Sentence: 2177,거,O
66259,Sentence: 2177,셋,O
66260,Sentence: 2177,째,O
66261,Sentence: 2177,스,O
66262,Sentence: 2177,벅,O
66263,Sentence: 2177,을,O
66264,Sentence: 2177,마,O
66265,Sentence: 2177,심,O
66266,Sentence: 2177,으,O
66267,Sentence: 2177,로,O
66268,Sentence: 2177,써,O
66269,Sentence: 2177,특,O
66270,Sentence: 2177,정,O
66271,Sentence: 2177,세,O
66272,Sentence: 2177,대,O
66273,Sentence: 2177,성,O
66274,Sentence: 2177,별,O
66275,Sentence: 2177,들,O
66276,Sentence: 2177,은,O
66277,Sentence: 2177,특,O
66278,Sentence: 2177,유,O
66279,Sentence: 2177,의,O
66280,Sentence: 2177,연,O
66281,Sentence: 2177,대,O
66282,Sentence: 2177,감,O
66283,Sentence: 2177,을,O
66284,Sentence: 2177,쌓,O
66285,Sentence: 2177,음,O
66286,Sentence: 2178,자,O
66287,Sentence: 2178,드,O
66288,Sentence: 2178,가,O
66289,Sentence: 2178,자,O
66290,Sentence: 2178,목,O
66291,Sentence: 2178,구,O
66292,Sentence: 2178,멍,O
66293,Sentence: 2178,에,O
66294,Sentence: 2178,라,O
66295,Sentence: 2178,벤,O
66296,Sentence: 2178,더,O
66297,Sentence: 2178,베,O
66298,Sentence: 2178,이,O
66299,Sentence: 2178,지,O
66300,Sentence: 2178,오,O
66301,Sentence: 2178,트,O
66302,Sentence: 2178,라,O
66303,Sentence: 2178,떼,O
66304,Sentence: 2178,크,O
66305,Sentence: 2178,림,O
66306,Sentence: 2178,째,O
66307,Sentence: 2178,처,B
66308,Sentence: 2178,들,O
66309,Sentence: 2178,어,O
66310,Sentence: 2178,가,O
66311,Sentence: 2178,는,O
66312,Sentence: 2178,중,O
66313,Sentence: 2179,아,O
66314,Sentence: 2179,메,O
66315,Sentence: 2179,리,O
66316,Sentence: 2179,카,O
66317,Sentence: 2179,노,O
66318,Sentence: 2179,값,O
66319,Sentence: 2179,올,O
66320,Sentence: 2179,라,O
66321,Sentence: 2179,서,O
66322,Sentence: 2179,사,O
66323,Sentence: 2179,재,O
66324,Sentence: 2179,기,O
66325,Sentence: 2179,하,O
66326,Sentence: 2179,는,O
66327,Sentence: 2179,중,O
66328,Sentence: 2179,이,O
66329,Sentence: 2179,라,O
66330,Sentence: 2179,그,O
66331,Sentence: 2179,럼,O
66332,Sentence: 2180,아,O
66333,Sentence: 2180,이,O
66334,Sentence: 2180,돌,O
66335,Sentence: 2180,들,O
66336,Sentence: 2180,ㅈ,B
66337,Sentence: 2180,ㄴ,I
66338,Sentence: 2180,마,O
66339,Sentence: 2180,시,O
66340,Sentence: 2180,던,O
66341,Sentence: 2180,데,O
66342,Sentence: 2180,이,O
66343,Sentence: 2180,번,O
66344,Sentence: 2180,에,O
66345,Sentence: 2180,눈,O
66346,Sentence: 2180,치,O
66347,Sentence: 2180,볼,O
66348,Sentence: 2180,까,O
66349,Sentence: 2180,ㅋ,O
66350,Sentence: 2180,ㅋ,O
66351,Sentence: 2180,ㅋ,O
66352,Sentence: 2180,ㅋ,O
66353,Sentence: 2180,ㅋ,O
66354,Sentence: 2181,개,O
66355,Sentence: 2181,가,O
66356,Sentence: 2181,똥,O
66357,Sentence: 2181,을,O
66358,Sentence: 2181,끊,O
66359,Sentence: 2181,지,O
66360,Sentence: 2181,미,B
66361,Sentence: 2181,친,I
66362,Sentence: 2181,년,B
66363,Sentence: 2181,들,O
66364,Sentence: 2181,ㅋ,O
66365,Sentence: 2181,ㅋ,O
66366,Sentence: 2181,ㅋ,O
66367,Sentence: 2181,ㅋ,O
66368,Sentence: 2181,ㅋ,O
66369,Sentence: 2181,ㅋ,O
66370,Sentence: 2181,ㅋ,O
66371,Sentence: 2181,ㅋ,O
66372,Sentence: 2181,ㅋ,O
66373,Sentence: 2181,ㅋ,O
66374,Sentence: 2182,마,O
66375,Sentence: 2182,누,O
66376,Sentence: 2182,라,O
66377,Sentence: 2182,한,O
66378,Sentence: 2182,테,O
66379,Sentence: 2182,한,O
66380,Sentence: 2182,달,O
66381,Sentence: 2182,용,O
66382,Sentence: 2182,돈,O
66383,Sentence: 2182,3,O
66384,Sentence: 2182,0,O
66385,Sentence: 2182,만,O
66386,Sentence: 2182,원,O
66387,Sentence: 2182,받,O
66388,Sentence: 2182,는,O
66389,Sentence: 2182,거,O
66390,Sentence: 2182,지,O
66391,Sentence: 2182,대,B
66392,Sentence: 2182,깨,I
66393,Sentence: 2182,문,I
66394,Sentence: 2182,새,B
66395,Sentence: 2182,기,I
66396,Sentence: 2182,들,O
66397,Sentence: 2182,이,O
66398,Sentence: 2182,구,O
66399,Sentence: 2182,매,O
66400,Sentence: 2182,력,O
66401,Sentence: 2182,이,O
66402,Sentence: 2182,잇,O
66403,Sentence: 2182,겟,O
66404,Sentence: 2182,노,B
66405,Sentence: 2182,ㅋ,O
66406,Sentence: 2182,ㅋ,O
66407,Sentence: 2182,ㅋ,O
66408,Sentence: 2183,ㅋ,O
66409,Sentence: 2183,ㅋ,O
66410,Sentence: 2183,ㅋ,O
66411,Sentence: 2183,ㅋ,O
66412,Sentence: 2183,ㅋ,O
66413,Sentence: 2183,ㅋ,O
66414,Sentence: 2183,ㅋ,O
66415,Sentence: 2183,ㅋ,O
66416,Sentence: 2183,ㅋ,O
66417,Sentence: 2183,ㅋ,O
66418,Sentence: 2183,ㅋ,O
66419,Sentence: 2183,ㅋ,O
66420,Sentence: 2183,ㅋ,O
66421,Sentence: 2183,ㅋ,O
66422,Sentence: 2183,ㅋ,O
66423,Sentence: 2183,ㅋ,O
66424,Sentence: 2183,ㅋ,O
66425,Sentence: 2183,ㅋ,O
66426,Sentence: 2183,ㅋ,O
66427,Sentence: 2183,ㅋ,O
66428,Sentence: 2183,ㅋ,O
66429,Sentence: 2183,ㅋ,O
66430,Sentence: 2184,ㅋ,O
66431,Sentence: 2184,ㅋ,O
66432,Sentence: 2184,ㅋ,O
66433,Sentence: 2184,ㅋ,O
66434,Sentence: 2184,중,B
66435,Sentence: 2184,나,I
66436,Sentence: 2184,졷,B
66437,Sentence: 2184,팔,I
66438,Sentence: 2184,육,I
66439,Sentence: 2184,비,B
66440,Sentence: 2184,응,I
66441,Sentence: 2184,신,I
66442,Sentence: 2184,들,O
66443,Sentence: 2184,정,O
66444,Sentence: 2184,가,O
66445,Sentence: 2184,에,O
66446,Sentence: 2184,못,O
66447,Sentence: 2184,구,O
66448,Sentence: 2184,했,O
66449,Sentence: 2184,다,O
66450,Sentence: 2184,고,O
66451,Sentence: 2184,리,O
66452,Sentence: 2184,셀,O
66453,Sentence: 2184,로,O
66454,Sentence: 2184,올,O
66455,Sentence: 2184,린,O
66456,Sentence: 2184,매,O
66457,Sentence: 2184,물,O
66458,Sentence: 2184,보,O
66459,Sentence: 2184,면,O
66460,Sentence: 2184,서,O
66461,Sentence: 2184,배,O
66462,Sentence: 2184,알,O
66463,Sentence: 2184,꼴,O
66464,Sentence: 2184,리,O
66465,Sentence: 2184,는,O
66466,Sentence: 2184,지,O
66467,Sentence: 2184,댓,O
66468,Sentence: 2184,글,O
66469,Sentence: 2184,로,O
66470,Sentence: 2184,겐,O
66471,Sentence: 2184,세,O
66472,Sentence: 2184,이,O
66473,Sentence: 2184,치,O
66474,Sentence: 2184,는,O
66475,Sentence: 2184,거,O
66476,Sentence: 2184,ㅈ,B
66477,Sentence: 2184,ㄴ,I
66478,Sentence: 2184,가,O
66479,Sentence: 2184,소,O
66480,Sentence: 2184,롭,O
66481,Sentence: 2184,고,O
66482,Sentence: 2184,웃,O
66483,Sentence: 2184,김,O
66484,Sentence: 2185,닌,O
66485,Sentence: 2185,텐,O
66486,Sentence: 2185,도,O
66487,Sentence: 2185,는,O
66488,Sentence: 2185,대,O
66489,Sentence: 2185,체,O
66490,Sentence: 2185,품,O
66491,Sentence: 2185,이,O
66492,Sentence: 2185,없,O
66493,Sentence: 2185,다,O
66494,Sentence: 2185,이,O
66495,Sentence: 2185,해,O
66496,Sentence: 2185,해,O
66497,Sentence: 2185,줘,O
66498,Sentence: 2185,야,O
66499,Sentence: 2185,하,O
66500,Sentence: 2185,는,O
66501,Sentence: 2185,부,O
66502,Sentence: 2185,분,O
66503,Sentence: 2185,이,O
66504,Sentence: 2185,다,O
66505,Sentence: 2186,팩,O
66506,Sentence: 2186,트,O
66507,Sentence: 2186,체,O
66508,Sentence: 2186,크,O
66509,Sentence: 2187,백,O
66510,Sentence: 2187,도,O
66511,Sentence: 2187,어,O
66512,Sentence: 2187,노,B
66513,Sentence: 2187,ㅋ,O
66514,Sentence: 2187,ㅋ,O
66515,Sentence: 2187,ㅋ,O
66516,Sentence: 2187,ㅋ,O
66517,Sentence: 2187,졷,B
66518,Sentence: 2187,팔,I
66519,Sentence: 2187,육,I
66520,Sentence: 2187,병,B
66521,Sentence: 2187,신,I
66522,Sentence: 2187,새,B
66523,Sentence: 2187,끼,I
66524,Sentence: 2187,들,O
66525,Sentence: 2187,ㅋ,O
66526,Sentence: 2187,ㅋ,O
66527,Sentence: 2188,둘,O
66528,Sentence: 2188,은,O
66529,Sentence: 2188,절,O
66530,Sentence: 2188,대,O
66531,Sentence: 2188,공,O
66532,Sentence: 2188,존,O
66533,Sentence: 2188,못,O
66534,Sentence: 2188,하,O
66535,Sentence: 2188,니,O
66536,Sentence: 2188,중,O
66537,Sentence: 2188,도,O
66538,Sentence: 2188,니,O
66539,Sentence: 2188,중,O
66540,Sentence: 2188,립,O
66541,Sentence: 2188,이,O
66542,Sentence: 2188,니,O
66543,Sentence: 2188,이,O
66544,Sentence: 2188,런,O
66545,Sentence: 2188,유,O
66546,Sentence: 2188,토,O
66547,Sentence: 2188,피,O
66548,Sentence: 2188,아,O
66549,Sentence: 2188,적,O
66550,Sentence: 2188,사,O
66551,Sentence: 2188,고,O
66552,Sentence: 2188,는,O
66553,Sentence: 2188,꿈,O
66554,Sentence: 2188,도,O
66555,Sentence: 2188,꾸,O
66556,Sentence: 2188,지,O
66557,Sentence: 2188,마,O
66558,Sentence: 2188,라,O
66559,Sentence: 2189,찢,B
66560,Sentence: 2189,갈,I
66561,Sentence: 2189,이,I
66562,Sentence: 2189,들,O
66563,Sentence: 2189,은,O
66564,Sentence: 2189,꼭,O
66565,Sentence: 2189,자,O
66566,Sentence: 2189,기,O
66567,Sentence: 2189,들,O
66568,Sentence: 2189,바,O
66569,Sentence: 2189,램,O
66570,Sentence: 2189,을,O
66571,Sentence: 2189,거,O
66572,Sentence: 2189,꾸,O
66573,Sentence: 2189,로,O
66574,Sentence: 2189,쓰,O
66575,Sentence: 2189,더,O
66576,Sentence: 2189,라,O
66577,Sentence: 2189,뭐,O
66578,Sentence: 2189,안,O
66579,Sentence: 2189,철,O
66580,Sentence: 2189,수,O
66581,Sentence: 2189,로,O
66582,Sentence: 2189,단,O
66583,Sentence: 2189,일,O
66584,Sentence: 2189,화,O
66585,Sentence: 2189,달,O
66586,Sentence: 2189,랑,O
66587,Sentence: 2189,의,O
66588,Sentence: 2189,원,O
66589,Sentence: 2189,수,O
66590,Sentence: 2189,3,O
66591,Sentence: 2189,명,O
66592,Sentence: 2189,있,O
66593,Sentence: 2189,는,O
66594,Sentence: 2189,데,O
66595,Sentence: 2189,누,O
