,text
0,응 원래 가라로 작성해서 다 기준치 나와서 탈영했다고 서류 맞춰둬 ㅋㅋㅋ
0,닭그네시절보다 2배는 더 살기 팍팍해졌는데 200조는 도대체 누구 주머니로 들어갔냐???
0,괜히 헬조선이겠냐ㅋㅋ
0,"팩트) 월급 증액은 3~5조 예산 끌어모으면 가능하지만

모병제는 없는 인력을 어디서 구해오나? 안그래도 인력 부족해서 탈북하는것도 못막는데 ㅋㅋㅋ 병신임?"
0,징병제인데 가기 싫은 사람도 다 끌고가는ㄷ 200준다고 강제로 열정을 내라니 웃기네
0,"설명 : 저 여자는 드라마 상에서
지새끼(딸) 버리고 외국으로 도망간년인데
26년뒤에 성형후에 다시 찾아와선
지 남편(현재 재혼함 와이프 있음)이랑 딸 속이고 둘을
미국으로 데려가서 지랑 오붓하게 살라고 구라치다가
정체가 들켜서 저 남편한테 싸다구 맞음 "
0,페미유지하고 여가부를 비롯한 시민단체등의 연간 36조이상 증가하는 예산 계속내기 vs 군 200으로 연 약5조내고 사회가서 세금페이백하기
0,아이파크사는 좆거지 없지? ㅋㅋ
0,ㄴ똥푸산 아이파크 그거 씨발 미국인이 지은거야 씹센징새끼야
0,애초에 구미는 내륙지방에 교통의 요지도 아닌 전혀 메리트 없는 농사만 짓던 도시인데 순전히 박정희 고향빨로 큰거 + 전 구미시장은 이점 하나도 없는 지금 기업들 나가는데 손놓고만 있던 개병신의 삽질
0,개좆같은 gop에서 크레모아 쳐들고 오르락내리락 개지랄존나게해서 무릎 병신됐을땐 월 10만원 주더니 핸드폰으로 롤토체스 쳐하면서 띵가띵가 쳐노는 폐급새끼들한테 월200? 차라리 유공자들한테 뒤질때까지 월200 줘라 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,"아하~ 그러니까


여가부에 들어가는 비용이 이런 선동질 하면서 개꿀빨고 비싼거 사고 쳐먹고 하는거에 쓰인다 이거지? ㅋㅋ"
0,ㄹㅇ 개팔륙 보면 짐승같음. 성역을 주체하질 못함. 진짜 입만 열면 여자여자여자. 뭔가 어른으로서 진중한 맛이 없음
0,개인주택 30억~50억이었노이기
0,양세형 빨갱이인줄
0,는 니애미 보지로 뽄드빨고 후장으로 스캇장풍쏘는 세상에이런일이보지 무상홍어허벌창보지 씨발년 김대중 좆물탱크 애미디진 홍어틀딱 여관바리 씹창년아^^ㅗ
0,멸공이라는 단어에 벌벌떠는 이유가 있었네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,주작도 적당히해야지 시발년아 ㅋㅋㅋㅋ
0,제목 미쳤노 ㅋㅋㅋㅋㅋㅋ 
0,이병이면 죽는게 나을수도있는데 ㅋㅋ
0,얘는목소리가 짜증남
0,??? : 그동안 꿀빤 우리들은 이제 뭐먹고 살라구욧!!!
0,좆자 갈기 목도리빨 심함 ㅋㅋㅋㅋ
0,게다가 서울시는 제작년 17조나 되는 노후화 차량을 국비로 교체'해줘' 라고 ㅈㄹ 한적 있다
0,캡쳐한새끼 탈모+발기안되는 틀딱인듯 ㅋㅋㅋㅋ 13번째 광고ㅋㅋㅋㅋ
0,네 나이랑 직업 확인되셨구요 여기에 사인해주세요~
0,근데 우리 게이는 왜 개조센 아이피노? 탈조센할 능력은 있음? wwwwwwwwwwww
0,허경영 뽑고 나라 한번 살려볼까 싶다가도 조선인멸종은 나의 한표가 가진 사명이 아닐까 싶다. 
0,옳소~~!! 올만에 가튼 롯데자2언츠 동지가 시원한 말해주는구먼 남녀화합 방해하는 이대남들 총살이 답~~!!!
0,흐음.. 현아랑 이던 서로 성관계를 가졌을까요?
0,베넥디트 컴퍼배치는 시발아 ㅋㅋㅋㅋ 
0,ㅋㅋㅋㅋ게이인줄 ㅋㅋㅋ옷이랑 화장좀봨ㅋㅋㅋㅋ
0,개시발 얼마나 무식하면 논지를 이해못하고 꼬우면 직업군인하라는 병신 헛소리를 하는거지?내가 무슨 말 하는지 모르지 병신틀딱새끼야 ㅋㅋㅋㅋ??????
0,지금껏 착취당한 이대남들까지 소급해서 보상해준다면 ㅇㅈ하는데 아니면 내가 뭐 좋다고 잼민이 새끼들한테 내 세금으로 200만원씩 줘야함? 애초에 지금 이대남 23 24살이상은 거의다 군필인데 대체 누구좋으라고 낸 정책임?ㅋㅋ
0,"61.76 정부가 국민 생각을 막은적 자체가 없는데, 무슨 시발 인권침해니 표현의자유 침해니 이딴 병신소릴 씨부리고 있노, 아는게 없으니 아무거나 가져다 붙이는거지. 멍청한 좆문가 새끼야. 너야말로 자유권적 기본권이 뭔지는 알고 씨부리는거냐?ㅋㅋ"
0,킹랑이에 좆자를 비비네;;
0,크레인졸라 힘이 좋기는한데 친 정도로 저렇게 폭삭 무녀져 내릴 정도면 하중 지지가 제대로 안됐다는거다
0,백퍼 총기 오발사고고 덮으려고 한거임
0,저런 대가리빈년 데리고 살면 순간은 예쁘니까 좋겠지 그치만 그게 끝이다
0,전부는 감당안되도 어느정도 감소효과는 충분히가능
0,공구리 치는 애들 조선족들 증가하면서 저런 사고 늘어나는거냐
0,티비 나와서 제발 감성 팔면서 울지좀마라 아 진짜 꼴배기 실타
0,ㄹㅇ임 내가 유럽 갔을때 이탈리아 빼곤 진짜 기대이하가 많더라 
0,건설사 새끼들 집값 존나 올라도 집은 개똥같이 짓는데 조사 들어가서 밟아놔야 함. 최근 비싸게 입주하는것들 지들 첨에 땅 샀을땐 존나 싸게 샀으면서 팔아먹을땐 오른 가격 다 반영해서 팔아먹지. 지금이 몇년돈데 60년대 벽식을 아직도 고집하면서 층간소음으로 칼부림나게나 만드는 새끼들 후분양제 벽식구조 금지 인테리어 안된 골조아파트 판매 이렇게 해버려야 됨
0,민주당 찢갈이들이 역선택 시킬려고 보수 코스프레 잠복중이라 ㅋㅋㅋ 근데 이번에 여가부폐지한다니깐 지랄염병하면서 40대 퐁퐁남페미 좌빨새끼들인거 들킴 ㅋㅋㅋㅋ
0,"교통진짜 좆같은곳. 10년전만해도 부산이 좆된줄 알았는데, 실상은 울산이 개좆된거였음"
0,"능력이 후달리니 쪼잔하니 이지랄 ㅋㅋㅋㅋㅋ 능력도 뛰어나고 안 쪼잔한 본인 혼자 살지 왜 저지랄?
남편이 월급 안 주면 못사는 씹버러지 년들이"
0,씹돼지년들의 핑계
0,그래서 부울경 하잖아 좆도의미없음
0,시발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 왜키 웃기냐
0,이미 군대 다녀왔는데 이제와서 올린다고? 잼민이 새끼들 월급 더 주려고 지랄하노
0,조선족새끼 피아식별 못하네
0,ㄹㅇㅋㅋ 병신들아 그냥 나라 망하는꼴 보기 싫으면 무지성 기호2번 찍어라 븅신들아 선택권없다
0,별게인데 이등병때 우울증 안온애가 없더라 나는 나만 복귀버스 타면서 사고나서 눈뜨면 홍천병원이었으면 좋겠다 했는데 내동기들 다그랬어 ㅋㅋㅋㅋㅋ
0,"기재부도 여가부 허락을 얻어야되고
국무총리 상하기관도 여가부 예산 결산서 작성을 지원해야되고
각 기관들은 여가부가 예산안을 통과시켜줄지 전전긍긍해야됨

엄청난 권력을 여가부한테 몰아준거"
0,전라디언새끼ㅋㅋㅋㅋ
0,심하고나쁘죠...얼굴을 그렇게 만들어놓으니 눈에 뵈는게 없었나봐요...
0,씹준표 공약이 징병제 폐지 모병제 도입 아니었냐? 저 새끼가 저런 말 해도 됨?
0,딱봐도 문재앙이 일 덮을라고 터뜨렸네 더럽다 문재앙ㅉㅉ
0,현대건설이랑 현대산업개발은 다름
0,반대표 왜이렇게 많아 팩트잖아 병신들아
0,짱선일체 그것은 벗어날 수없는 진리란말인가
0,"짱깨 응디는 중국식잡채 만드는 저 돼면새끼가 빨고 있는데, 왜 저 돼면새끼 욕한다고 짱깨몰이함? ㅋㅋㅋㅋㅋㄱ"
0,똥조센이지 어디긴 어디야 ㅋㅋㅋㅋ
0,말투 꼬라지 ㅋㅋㅋㅋ
0,지금 하이에나 짝짓기한다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,노인 공경도 안하는 논들한테 뭔 자리를 비켜줘! 임산부논들만 힘드냐?페미논들 진짜 역겨워.
0,양도세 100퍼ㅋㄱㅋㅋㄱㄱㅋ문재인새끼 진짜 사회주의자였네
0,도깨비같은 유치한 말장난에 사랑지랄 하는 드라마가 히트하는게 웃겼지 계집들 수준 낮은게 참담하다
0,하튼 못생겨거지고는 신비주의저놈의 컨셉 다늙어거까지저러내 무도에서 노홍철 극혐학때부터 니인성 거덜날다 못난아
0,한남이 폭력적인 정신병자라고 광고하는거 같음.
0,여긴 어느 나라냐? 
0,저 씨발 개줌마는 우파도 보수도 아니라니까ㅋㅋㅋㅋ 한국여자는 잠재적 범죄자다 20대년들은 범죄의 주체로 보고 잠재적 성무고범 절도범 아동폭행범 소아살인마 잠재적창년으로 규정하고 탄압해야 돼 ㅅㄱ
0,저지랄까지하면서 연애할 정도면 얼마나 폐급인거임;;
0,나도 저나이땐 살짜지면 43키로 나왓다. 저정도 키에. 무슨 자랑이라고 찍어서 올려
0,좆짱깨 새끼들 멸공에 발작하는거보니 기분 딱 좋다 이기야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ병신 좆족새끼들
0,"(이제 실체가 드러나네...)
말만 바꾼거지.. 실상은...남성혐오 예산 35조란거 아님?"
0,남들 다가는 군대~~~~~~
0,대학갈때도 가산점도 지급하라 
0,이래도 군대 가?ㅋㅋ
0,"자동차말고 건물도 ""흉기"" 해버리노"
0,홍윤화는 목표가 30kg 이 아니라 50kg은 빼야 어느정도 드레스가 맞을꺼 같은데.......ㅋㅋㅋ세상 저렇게 뚱뚱한 신부 처음ㅋㅋㅋ
0,응~ 이재명 절대 안찍어~ 절대로 무슨 일이 있어도 안 찍지~ ㅋㅋㅋ 여가부쉐기들 폐지되기 싫어 안달났나보네~ ㅋㅋ
0,맞을짓해서 맞은건데 왜저기가서지랄들임...이해가안되네 
0,가만히있어도 dm오는 여자라는 성별과. 연예인임에도 dm보내야 여자만날수있는 성별인 남자.. 명확한 권력관계지. 여자는 편하고 남자만 고생하고. 여성우월주의국가
0,원래 보통 혹한기 공사 중지시키지 않음? 요즘 평택도 그렇고 제일 추울때 공사하고 지랄이노
0,이은희남편 사고치더니 개명했나?아직도그남편이랑사나?슬슬방송기어나올준비하는구나
0,좆같은 뇌피셜로 여자한테 준다고 무발기사정하는 이대남 컷
0,그냥 어디 섬하나 사서 공산주의 만들고 틀니쉰내 품기면서 살어
0,비위 좋아 하수도 물도 처먹엇엇다고 본다 동네 오줌도 먹고 똥도 먹고??????
0,"여자들중엔 잠재의식속에 강간당하고 싶은 욕구가 있다더라

암컷으로서의 동물적 본능인듯"
0,나경원=사이버모욕죄 만든 씨발년
0,중국이 나중에 1인당소득 3만달러된다고 뭐 크게 달라지지않음
0,보지식 자랑하는게 좆같은건 몰라도 설거지니 뭐니 꺼낼 이유가 있나?
0,영국 노짱 ㅋㅋㅋㅋㅋㅋ
0,광주는 짱깨피가 진하게 흐르는 동네
0,셋째도 백인 피를 받아서 인종주의자들한테 예쁨을 받을 테니까 부모가 앵벌이시켜 주면 출연료 두둑히 챙겨주겠다는 뜻이로구만.
0,"억대집값이 씹거품인 이유 내진설계도 안돼있음
도쿄집값보다 비쌈 ㅋㅋㅋㅋ"
0,"짱개에 문제 생기면 니들 좋아하는 대기업들이 지랄난다고ㅋㅋㅋ 삼성 LG는 물론 다른 대기업들 다 짱개에 생산공장 쳐발라놔서 요즘 중국 봉쇄 시작하니까 초비상 걸림. 대기업은 공장 한둘 빵꾸나도 버틴다지만 공장 하나에 명운이 걸린 중견, 좆소는 봉쇄 길어지면 시망 수준임. 걍 짱개국에 공장 옮겨놓은 우리나라 기업들이나 짱개머니 빨아먹고 사는 기업들 생각해서 대응을 않는거지. 밑도 끝도 없이 친중타령 하는 새끼들이 제일 한심ㅉㅉ"
0,이새끼 진짜 어지간히 운동 싫어하는듯
0,"니 말은 반은 맞고 반은 틀림
다른 사업에 쓰던 돈도 성인지 태그만 붙여서 성인지 예산으로 불리는건 맞음

근데 그 사업들 다 훑어보긴 했냐? ㅋㅋㅋ 전부 씨발 같잖은 성평등교육 이런거에 쓰인다고"
0,"조센징이 14억마리 있으면 그것이 곧 짱깨
착센죽센 ww"
0,그리고 철근 뺴먹는거 씹 ㅋㅋㅋ 철근같은 개 싸구려 자재는 빼돌려서 현금화하는게 더 힘듬. 건설사 원청 입장에서 그딴거 빼먹느니 그냥 공기단축 빠르게해서 공사비 줄이는게 돈남기는데 최적임.
0,586 진보대학생 ㄷㄷ
0,지겹다 지겨워
0,미개한 조센 ㅇㅈㄹ 하면서 한글로 글 쓰는 병신은 뭐지?
0,틀딱새끼들 통한의 뒤로가기 ㅋㅋㅋㅋ
0,댓글들 왜케 부들거리냐ㅋㅋㅋ도끼말 틀린게없는데ㅋㅋ법적인문제가있냐 잠수를탔냐ㅋㅋ
0,ㄹㅇ 이런거 믿는 병신들 보면 네이트판 가져와서 개처럼 패버린 한녀들에게 조금이나마 죄책감이 든다
0,좆팔육새끼 발정나서 못참는거 역겹노
0,"31조 중에서 장애, 복지예산 5조 빼고 나머지 26조 회수하면 되겠네 ㅋㅋ"
0,병신들 모임이네. 뉴스에1분도 못나오는 뒷방3류아나라 잃을것도업시 친문좌파 방송국설립하려고 아나퇴사하고 개쌉친아나들. 와꾸만 번지르하고 속은맘충들과동급. 소신지키고 아나로서 소명을다한 배현진이 새삼 이쁘다
0,"吳 ""시민단체에 10년간 보조금 1조, 청산이 왜 박원순지우기냐"""
0,별 좆같은 구구절절한 이유 설명하면서 구걸하는게 추하지않음? 거지들은 다 저런가
0,전문가게이 고맙다
0,ㄹㅇ 지잡 무직 엠생 일뽕 제센징들은 지진 나면 전멸하겠네
0,윗짤 두개는 다 공 못맞춘거같은데 어렵긴하지 백핸드가 
0,ㅂㅈ부 셧다운 시키면 그돈 다 돌리면 충당쌉가능
0,나라에 돈많은데 이상한데 박으니까 없지
0,이제 건설도 제대로 못하노 ㅋㅋㅋㅋㅋ 
0,철근반만넣은 아파트도 이상없다고 잘살지않나 저것도 땜빵으로 끝내는거 아닌가 ㅋ
0,여주 남주 밉상이야 이기적인 종자들
0,한녀들은 아직도 지들 입으로 일본여자 언급하면 본전도 못 찾는다는 사실을 못 깨닫는 건가?ㅋㅋ 학습효과가 없니?ㅋㅋㅋ
0,노친네 넘설친다
0,육갑지랄이효리 개.....욕질에...코피...참 삐 귀에 개지라 ㄹ 이효리참 초상엔 가야지 은인린데
0,진짜 팩트로 후드려 까면 아무말도 못하는 새끼들인데 무슨 여가부 예산이 35조네~ 폐지하면 월급 막 10배로 줘도 남네~ 이런 어이없는 날조선동이 퍼지니까 저런 터무니없는 정책을 해도 그대로 믿는거지 병신들아. 제발좀 정신차리고 제대로 알아보고 생각을 해라 좀.. 저거 하려면 여가부 폐지로 5.5조 예산 확보해봤자 병사 인건비는 커녕 탱크랑 비행기 팔아서 줘야된단다 미필공익 븅신들아..
0,진짜 좆같다 ㅋㅋ
0,글쓴새끼 사회부적응자인가? ㅋㅋㅋㅋㅋㅋㅋㅋ 나눔이 뭔뜻인지 모르노?
0,성인지 예산이 35조 팩트고 여가부가 집행하는거 맞는데 뭐가 아니래 존나 무식하다
0,핵심 문장 = '각 부처는 여가부 장관과 기재부 장관이 협의하여 제시한 기준 및 방식에 따라 성인지 예산결산서 작성' ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,30대 아줌마들 남에 집에 감놔라배놔라 ㅋㅋㅋㅋㅋ
0,ㅜㅜㅜㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
0,ㄴ애미없노? 없던 예산 새로 창설하는게 아니고 있던 예산에 덧붙이는거잖아 ㅋㅋㅋ 그럼 지금 병장들은 뭔 무료로 굴리노? ㅋㅋㅋㅋㅋ 개병신새끼야 ㅋㅋ 없던 예산 만드는게 어렵지 있던 예산 덧붙이는건 쉽다 ㅋㅋㅋ
0,팩트)평양 따먹고 압록강 까지 진출해서 멸공 직전까지 갔다가 저 돼면새끼가 물고 빠는 어떤 국가 때문에 휴전으로 끝났다
0,"씨발 결론은 성인지예산에 35조쓰는거맞네 ㅋㅋㅋㅋㅋㅋ
개씨발 솔직히 과장인줄알았는데 ㅋㅋㅋ"
0,"병신들 ㅋㅋ 저세금
다 니들돈으로 내는거야
한달에 200300버는새끼들 지금보다 세금20만원씩 더나와도
존나 뒤질라 할꺼면서 ㅋ"
0,그애미에 그딸에 그남편
0,재밌구만 또지랄이고
0,그곳은 어떤 곳일까...
0,농밀한 수입산우유 먹고싶다
0,거북유방단새끼들 지금도 누워서 폰질만하는데 돈 더준다고? ㅋㅋㅋㅋㅋ
0,법한도 벗어나 타인에게 범죄 저지른 새 ㄱ기는 그런거 따질 자격 없음.
0,중국식 건축을 한거네
0,4050 진보대학생 새끼들은 진짜 죽여도 무죄다 
0,"경제력만 올라온다고 선진국이 아니야 이 천박한것들아 ㅋ

이씨발 조선놈들 지들보다 gdp조금이라도 낮으면 거지나라라고 비아냥대는거 꼴보기 싫더니 꼴좋네 ㅋ~"
0,ㅋㅋㅋ 니같은 애새끼가 설거지 한다니까 니가 말한 빵뎅이 크고 그딴년들 22살 꽃다운 나이때 이미 알파남들은 다 즐겨가지고 그런 엉덩이 가슴 얼굴 외모에 대한 미련이 덜함 ㅋㅋ 그리고 본인들도 잘낫으니깐 근데 베타남새끼들 그런 미녀들과 몸섞어본적도 사랑받은적도 없으니 존나 호구 낚이는거임 다시 한번말한다. 걔들은 내가 공짜로 즐겼다 근데 넌 1억주고서라도? ㅋㅋ
0,"군복무 21 GOP 경계병으로 했는데
이 친구 자주 봤다 몸뚱아리는 진짜 작아보이는데 날개 피면
진짜 거대함.
사람만하다는거 과장 절대 아님
존나 가까이서 본게 한 두번이 아닌데도 불구
체구에 비해서 날개가 너무 커서 매번 놀람
신이 만들때 커스터마이징 지 좆대로한 느낌임 ㅋㅋㅋ"
0,세계최초로 매년 편성되는 정부예산이란게 어메이징 ㅋㅋㅋ 무엇에 쓰이는지 제대로 파악도 못함 ㅋㅋㅋㅋ 특정 노령연금 말고 파악 되는게 뭐 있냐
0,먹방 보는 시청자 수준을 알겠다. 그냥 자기 맘에 안들면 작가도 물어뜯고 연기자도 물어뜯는 아주 질 나쁜 악질들이네.
0,그러고보니 지들 일상은 이렇게 자발적으로 묻지도 않았는데 일일이 보고하면서 결식은 무슨 유난이라고 그리 비공개로 했대냐
0,역대급 좋아하네 꼴폐미 드라마 ..들어간 돈이 아까움 ㅋㅋ 현실성이라고는 단 1%도 없는
0,옛날에 똥만큼 받고 군생활한 사람들 보상은 언제 해줄라나. 이걸 합법때린 개역겨운 대법새끼들 살처분하고싶은데.
0,개뿔이 채식주의자 냐 여자들 좆나 따먹고 다니는데 육식주의자지 
0,ㄹㅇ 갓본인들이 다시 백제땅 수복하자 ww
0,그만 나대~~~ ㅈ-랄도ㅈ풍년이다
0,전라도...? 아..!
0,꼬라지 보니 저짝 건설 노조가 이래라 저래라 지랄 십창 냇나보구만 ㅋㅋ
0,자짤 좆같은거 좀 쓰지마 근근웹출석11034일차닉네임로리따묵네임드유저새끼야
0,나이값 못하는 비호감 아지매...ㅉㅉ
0,쓰래기 루저들이랑은 유전자부터 다르네 역시
0,말이야 방구야 씨발 결국 성인지예산으로 35조 개 좆으로 쓰고있다는거잖아
0,"기분 딱 좋노~ ㅋㅋ
홍어새끼들 몇마리 운지시켰으면 공중제비까지 돌았을텐데 아깝다 이기야 ㅋㅋㅋ"
0,이게 진짜면 윤석열 찍어야겠네 ㄷㄷ
0,중국인+동남아인
0,말하는 수준이 좀 떨어지는 뇨자.
0,대한민국에서 멸공 외치는데 왜 불편해하는 빨갱이 새끼들이 왜이리 많노 다 뒤져 간첩새끼드랑 
0,그것부터 하나씩 없애야지 개애미씨빨련아 ㅋㅋㅋㅋ
0,진짜 쓰레기같은 기사네....재벌가에 시집간 아나운서 이야기에 누가 관심가진다고 ....;;;;
0,찢재명은 도대체 왜 욕했던거냐 시발 포퓰리즘 햄버거 사준다니 헤벌레 넘어가는 병신새끼들 ㅋㅋㅋ 심지어 실제로는 햄버거 오지도 않는데 ㅋㅋㅋㅋ
0,이새끼론 이재명 절대못이김 스스로 물러나서 후보교체하던가 안철수한테 넘기던가 해야함
0,팬이랑 연애랑 뭔 상관이냐? ㅋㅋ 미개한 빠순이년들..연예인이랑 망상연애하냐
0,좆팔륙 새끼네
0,계속 요가하세요. 못하는 연기 하지말고.
0,김인권은 왜케 늙어 보이냐? 50대줄 알았음
0,한남들 또 난리났다 쯧쯧..
0,35조도 맞음. ㅋㅋㅋㅋ 관련 문서 링크 올리니까 댓삭 존나 하는거 봐라 ㅋㅋㅋ 지들이 날조인거 아는거지
0,산이도 곧 재기하겠노 응원한다 재기해라 재기
0,왜 또 개쌍도 타령하면서 흉노에 친일에 좆같은건 다 쌍도라고 덮어씌워야지?ㅋㅋ 짱깨도 저따위론 안 짓는다 홍어새끼 건물까지 통수치는 수준 
0,아 뉘예뉘예 '여성가족부 장관' 의 허락을 맡는 35조 예산 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,Xx같은 한국 x 같은법 이라는 승리놈하고 클럽 뭐 어쩌고 관련잇던애 아니엇나? 그런데 얼쩡거리고 드나들던애들 연예계 방송가에서 퇴출하지? 여자연예인들이 인물이 그리도 없어? 내가 추천 좀해주까?
0,단순계산으로도 연 수십조나가는데 여가부 조지면 나온다 이지랄 하네 ㅋㅋㅋㅋ
0,둘다 천박해
0,저새끼가 가난한 사람은 자유가 뭔지 모른대잖아ㅋㅋㅋㅋ그러니까 모르고 바보병신새끼니 착취해도 당연하다고 생각하는거임ㅋㅋㅋㅋ
0,더러운 댓글들 보니 한남충들은 잠재적 성범죄자라는 말이 틀린건 아님.
0,프로그램 폐지까지 시키다니 진짜 대단하다 끝까지 민폐구나
0,그러면 엿성족가부랑 씹인지예산 둘 다 박살내고 새로 시작하면 되겠네 뭐가 문재인지?
0,"붕괴라길래 깜놀랬는데, 저건 붕괴가 아니고, 그냥 옆에 찌그러진건데?"
0,넌 얼굴만 됐어도 대성했을텐데 너무 여자가 세보여서 ...
0,그저.....대단하다 애미찢긴 갤러리!!!!!!!
0,또 머학병원은 병신같이 외딴섬 동구에 쳐박혀잇어서 맨날구급차 풀악셀밟아야됨 
0,2030 한남들은 뭐 찾아봐라 하면 그저 리그오브레전드 전적검색 찾는거나 할 줄 알지 대한민국 부서별 예산에 대해 검색해보라고 해도 대가리가 게임중독에 절여진 새끼들이라 이런건 절~~대로 검색 안함. 그러니 여가부 폐지하면 병사월급 올릴수 있겠네 이런 애미가 뒤진 소리나 하고 자빠지는거지ㅋㅋ 이런애들하고 같은 한표ㅋㅋㅋㅋ 제발 너네들 선거날에 투표장 가지말고 롤만해라 제발..
0,글쓴새끼 특) 조선족 찢갈이
0,개인정보도용한 그 음원총공팀도 대국민사과해라.그래야공평하지 지들이한건 실수~~래...하여튼 미친..
0,저 sekki 고자 만들어야됨ㅡㅡ
0,몰랐노? 부동산은 노무현때랑 똑같이 김수현이 하는거ㅋㅋ 그러니까 노무현때처럼 폭등도 똑같은거지. 김수현은 세금 뜯으려고 부작용 알면서도 일부러 저런 정책을 한거다 몰라서가 아니라.
0,없애도 티도안나겠네 니말대로면 ㅋㅋㅋ 윤석열간다잇 ㅋㅋㅋㅌ
0,4000개가 넘는 여성 시민단체들 여론몰이 애쓰노
0,사주인듯
0,군대안갈려고 뺑기쓰는것 갇은ㄷ디
0,뭐 어떻게하면 저렇게되냐 신기하다
0,"흙수저 탈출 // 닉값하는거보면 모름? 200이 많은거 모름ㅋㅋ 미필에 알바경험도 없을듯ㅋㅋ
지금 최저임금이 월급 191만원임ㅋ

군대에서도 하루작업끝나면 쉬는데 ㅋㅋ넌 쉬는시간도 임금으로 받음?
이새끼 회사에서 출퇴근시간이랑 점심시간도 임금으로 달라고할듯ㅋㅋ"
0,#나는개인이오 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
0,성인지 예산 = 좆병신 강사들 섭외해서 강당에서 강제로 좆같은 비디오 보여주는 돈
0,200주고 빡세게 돌리면되지 성과떨어지는새끼는 월급 깍고
0,"오세훈 ""박원순 10년 시민단체 1조 지원…서울시 ATM 전락했다"""
0,전두환도 경제 장관말은 잘 들었음 ㅋㅋ 
0,그래서 여가부폐지하는게 맞는거네 35조 묶인돈 풀려면ㅋ
0,이새끼는 예산도 대통령이 짜는줄 아노?
0,둘이 합의하에 찍어놓고 남자를 왜 건들여 미친 OOO아 진작에 사과했으면 좋았잖아 이제와서 사과하면서 동영ㅅ때문에 사과하는척 지랄하노
0,현금살포는 포퓰리즘이 아니고 군인 급여 인상은 포퓰리즘이다??? - 17군번 예비역인데 대찬성ㅇㅇ 대신 훈련은 군인답게 좀 빡세게 할 것!
0,뻔뻔함이 개국이랑 동급인듯
0,임마는 대선 왜 나왔냐? 돈 많음?
0,좀 닥쳐라 입좀
0,실업자들이 많아서 그런가? 악플관종이 왜이리 드글대는지원.. 밥맛떨어지는 쓰레기들.
0,광주대축제 ㅋㅋㅋㅋㅋㅋ
0,지금 여긴 광주 시티!
0,정보) 광저우광역시 = 짱깨 맞다
0,무슨 자신감으로 기자회견했는지 알수가없네..가만히 있지ㅉ
0,송혜교는 탈세까지 하고도 혼자 잘걷는다 니들이나 혼자 걷다 졷망하고 옛날 수금같이 걷던 생각나서 같이 걷자고 뭉치는거지
0,"댓글 쉰내 존나나네. 높은 확률로 클리앙, 보배드림 할거다. 쟤들이 디씨와서 이대남 거북유방단 어쩌고 주접싸는 이유는 하나임. 무려 '이대남을 경쟁자로 보는거'임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
